sample_id,source_frame,relative_frame_path,label,split,video_id,frame_stem,face_id,face_id_scope,faces_in_frame,left_eye_detected,right_eye_detected,left_eye_path,right_eye_path,combined_eye_path,debug_path,landmarks_path,left_bbox_x1,left_bbox_y1,left_bbox_x2,left_bbox_y2,right_bbox_x1,right_bbox_y1,right_bbox_x2,right_bbox_y2,combined_bbox_x1,combined_bbox_y1,combined_bbox_x2,combined_bbox_y2,left_eye_width_px,left_eye_height_px,right_eye_width_px,right_eye_height_px,left_iris_landmarks_available,right_iris_landmarks_available,left_iris_visible_estimate,right_iris_visible_estimate,landmark_count,status,error,processing_ms,canonical_status,resolved_eye_path,canonical_sample_id,original_sample_id
842d4dc096dbf246,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00010.jpg,Fake/test/fake_test_00010.jpg,fake,test,fake_test,fake_test_00010,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00010__face_00.jpg,fake/test/right/fake_test/fake_test_00010__face_00.jpg,fake/test/combined/fake_test/fake_test_00010__face_00.jpg,fake/test/debug/fake_test/fake_test_00010__debug.jpg,fake/test/landmarks/fake_test/fake_test_00010__face_00.npz,1312.0,254.0,1378.0,280.0,1223.0,236.0,1285.0,263.0,1195.0,228.0,1406.0,288.0,66.0,26.0,62.0,27.0,True,True,True,True,478,OK,,172.72,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00010__face_00.jpg,842d4dc096dbf246,842d4dc096dbf246
32c932099d90ccb2,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00011.jpg,Fake/test/fake_test_00011.jpg,fake,test,fake_test,fake_test_00011,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00011__face_00.jpg,fake/test/right/fake_test/fake_test_00011__face_00.jpg,fake/test/combined/fake_test/fake_test_00011__face_00.jpg,fake/test/debug/fake_test/fake_test_00011__debug.jpg,fake/test/landmarks/fake_test/fake_test_00011__face_00.npz,647.0,244.0,750.0,291.0,499.0,256.0,602.0,299.0,454.0,234.0,795.0,309.0,103.0,47.0,103.0,43.0,True,True,True,True,478,OK,,148.66,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00011__face_00.jpg,32c932099d90ccb2,32c932099d90ccb2
763a7f016ac868dc,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00012.jpg,Fake/test/fake_test_00012.jpg,fake,test,fake_test,fake_test_00012,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00012__face_00.jpg,fake/test/right/fake_test/fake_test_00012__face_00.jpg,fake/test/combined/fake_test/fake_test_00012__face_00.jpg,fake/test/debug/fake_test/fake_test_00012__debug.jpg,fake/test/landmarks/fake_test/fake_test_00012__face_00.npz,449.0,152.0,484.0,167.0,396.0,147.0,434.0,165.0,380.0,143.0,500.0,171.0,35.0,15.0,38.0,18.0,True,True,True,True,478,OK,,147.32,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00012__face_00.jpg,763a7f016ac868dc,763a7f016ac868dc
82edf2f2126ba693,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00013.jpg,Fake/test/fake_test_00013.jpg,fake,test,fake_test,fake_test_00013,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00013__face_00.jpg,fake/test/right/fake_test/fake_test_00013__face_00.jpg,fake/test/combined/fake_test/fake_test_00013__face_00.jpg,fake/test/debug/fake_test/fake_test_00013__debug.jpg,fake/test/landmarks/fake_test/fake_test_00013__face_00.npz,682.0,260.0,757.0,291.0,574.0,250.0,646.0,282.0,541.0,243.0,790.0,298.0,75.0,31.0,72.0,32.0,True,True,True,True,478,OK,,157.46,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00013__face_00.jpg,82edf2f2126ba693,82edf2f2126ba693
43f6cc6676dd7404,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00014.jpg,Fake/test/fake_test_00014.jpg,fake,test,fake_test,fake_test_00014,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00014__face_00.jpg,fake/test/right/fake_test/fake_test_00014__face_00.jpg,fake/test/combined/fake_test/fake_test_00014__face_00.jpg,fake/test/debug/fake_test/fake_test_00014__debug.jpg,fake/test/landmarks/fake_test/fake_test_00014__face_00.npz,635.0,188.0,683.0,211.0,563.0,192.0,613.0,212.0,541.0,184.0,705.0,216.0,48.0,23.0,50.0,20.0,True,True,True,True,478,OK,,132.59,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00014__face_00.jpg,43f6cc6676dd7404,43f6cc6676dd7404
a431e3b642250c6f,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00015.jpg,Fake/test/fake_test_00015.jpg,fake,test,fake_test,fake_test_00015,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00015__face_00.jpg,fake/test/right/fake_test/fake_test_00015__face_00.jpg,fake/test/combined/fake_test/fake_test_00015__face_00.jpg,fake/test/debug/fake_test/fake_test_00015__debug.jpg,fake/test/landmarks/fake_test/fake_test_00015__face_00.npz,230.0,125.0,255.0,137.0,189.0,126.0,215.0,138.0,177.0,123.0,267.0,140.0,25.0,12.0,26.0,12.0,True,True,True,True,478,OK,,137.91,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00015__face_00.jpg,a431e3b642250c6f,a431e3b642250c6f
b76dad7deab63314,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00016.jpg,Fake/test/fake_test_00016.jpg,fake,test,fake_test,fake_test_00016,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00016__face_00.jpg,fake/test/right/fake_test/fake_test_00016__face_00.jpg,fake/test/combined/fake_test/fake_test_00016__face_00.jpg,fake/test/debug/fake_test/fake_test_00016__debug.jpg,fake/test/landmarks/fake_test/fake_test_00016__face_00.npz,329.0,122.0,360.0,136.0,283.0,126.0,315.0,139.0,269.0,119.0,374.0,142.0,31.0,14.0,32.0,13.0,True,True,True,True,478,OK,,127.63,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00016__face_00.jpg,b76dad7deab63314,b76dad7deab63314
f7859917cb5e52f9,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00017.jpg,Fake/test/fake_test_00017.jpg,fake,test,fake_test,fake_test_00017,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00017__face_00.jpg,fake/test/right/fake_test/fake_test_00017__face_00.jpg,fake/test/combined/fake_test/fake_test_00017__face_00.jpg,fake/test/debug/fake_test/fake_test_00017__debug.jpg,fake/test/landmarks/fake_test/fake_test_00017__face_00.npz,673.0,232.0,732.0,257.0,586.0,234.0,647.0,260.0,560.0,227.0,758.0,265.0,59.0,25.0,61.0,26.0,True,True,True,True,478,OK,,151.78,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00017__face_00.jpg,f7859917cb5e52f9,f7859917cb5e52f9
c1bcc4e386fbfa63,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00018.jpg,Fake/test/fake_test_00018.jpg,fake,test,fake_test,fake_test_00018,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00018__face_00.jpg,fake/test/right/fake_test/fake_test_00018__face_00.jpg,fake/test/combined/fake_test/fake_test_00018__face_00.jpg,fake/test/debug/fake_test/fake_test_00018__debug.jpg,fake/test/landmarks/fake_test/fake_test_00018__face_00.npz,232.0,126.0,247.0,136.0,202.0,128.0,222.0,137.0,194.0,124.0,255.0,139.0,15.0,10.0,20.0,9.0,True,True,False,False,478,OK,,154.87,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00018__face_00.jpg,c1bcc4e386fbfa63,c1bcc4e386fbfa63
e52e8ed0e4754127,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00019.jpg,Fake/test/fake_test_00019.jpg,fake,test,fake_test,fake_test_00019,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00019__face_00.jpg,fake/test/right/fake_test/fake_test_00019__face_00.jpg,fake/test/combined/fake_test/fake_test_00019__face_00.jpg,fake/test/debug/fake_test/fake_test_00019__debug.jpg,fake/test/landmarks/fake_test/fake_test_00019__face_00.npz,1108.0,193.0,1152.0,212.0,1039.0,187.0,1086.0,206.0,1019.0,183.0,1172.0,216.0,44.0,19.0,47.0,19.0,True,True,True,True,478,OK,,186.98,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00019__face_00.jpg,e52e8ed0e4754127,e52e8ed0e4754127
29f306f1279bdad3,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00020.jpg,Fake/test/fake_test_00020.jpg,fake,test,fake_test,fake_test_00020,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00020__face_00.jpg,fake/test/right/fake_test/fake_test_00020__face_00.jpg,fake/test/combined/fake_test/fake_test_00020__face_00.jpg,fake/test/debug/fake_test/fake_test_00020__debug.jpg,fake/test/landmarks/fake_test/fake_test_00020__face_00.npz,348.0,159.0,385.0,178.0,294.0,158.0,330.0,177.0,278.0,154.0,401.0,182.0,37.0,19.0,36.0,19.0,True,True,True,True,478,OK,,128.75,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00020__face_00.jpg,29f306f1279bdad3,29f306f1279bdad3
a8a98f5e44f10304,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00021.jpg,Fake/test/fake_test_00021.jpg,fake,test,fake_test,fake_test_00021,0.0,frame_local_detection_order,2,True,True,fake/test/left/fake_test/fake_test_00021__face_00.jpg,fake/test/right/fake_test/fake_test_00021__face_00.jpg,fake/test/combined/fake_test/fake_test_00021__face_00.jpg,fake/test/debug/fake_test/fake_test_00021__debug.jpg,fake/test/landmarks/fake_test/fake_test_00021__face_00.npz,1434.0,308.0,1508.0,339.0,1338.0,305.0,1399.0,336.0,1307.0,299.0,1539.0,345.0,74.0,31.0,61.0,31.0,True,True,True,True,478,OK,,295.75,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00021__face_00.jpg,a8a98f5e44f10304,a8a98f5e44f10304
9cbe10aa375ab601,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00021.jpg,Fake/test/fake_test_00021.jpg,fake,test,fake_test,fake_test_00021,1.0,frame_local_detection_order,2,True,True,fake/test/left/fake_test/fake_test_00021__face_01.jpg,fake/test/right/fake_test/fake_test_00021__face_01.jpg,fake/test/combined/fake_test/fake_test_00021__face_01.jpg,fake/test/debug/fake_test/fake_test_00021__debug.jpg,fake/test/landmarks/fake_test/fake_test_00021__face_01.npz,595.0,374.0,637.0,399.0,510.0,389.0,577.0,415.0,487.0,367.0,660.0,422.0,42.0,25.0,67.0,26.0,True,True,True,True,478,OK,,295.75,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00021__face_01.jpg,9cbe10aa375ab601,9cbe10aa375ab601
b78c0a9423b76912,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00023.jpg,Fake/test/fake_test_00023.jpg,fake,test,fake_test,fake_test_00023,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00023__face_00.jpg,fake/test/right/fake_test/fake_test_00023__face_00.jpg,fake/test/combined/fake_test/fake_test_00023__face_00.jpg,fake/test/debug/fake_test/fake_test_00023__debug.jpg,fake/test/landmarks/fake_test/fake_test_00023__face_00.npz,370.0,147.0,401.0,161.0,329.0,132.0,356.0,147.0,316.0,127.0,414.0,166.0,31.0,14.0,27.0,15.0,True,True,True,True,478,OK,,154.35,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00023__face_00.jpg,b78c0a9423b76912,b78c0a9423b76912
b8ebbae8dd2100c6,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00024.jpg,Fake/test/fake_test_00024.jpg,fake,test,fake_test,fake_test_00024,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00024__face_00.jpg,fake/test/right/fake_test/fake_test_00024__face_00.jpg,fake/test/combined/fake_test/fake_test_00024__face_00.jpg,fake/test/debug/fake_test/fake_test_00024__debug.jpg,fake/test/landmarks/fake_test/fake_test_00024__face_00.npz,746.0,146.0,818.0,176.0,644.0,137.0,712.0,167.0,613.0,130.0,849.0,183.0,72.0,30.0,68.0,30.0,True,True,True,True,478,OK,,163.01,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00024__face_00.jpg,b8ebbae8dd2100c6,b8ebbae8dd2100c6
b4bda74834fbcd03,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00025.jpg,Fake/test/fake_test_00025.jpg,fake,test,fake_test,fake_test_00025,0.0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00025__face_00.jpg,fake/test/right/fake_test/fake_test_00025__face_00.jpg,fake/test/combined/fake_test/fake_test_00025__face_00.jpg,fake/test/debug/fake_test/fake_test_00025__debug.jpg,fake/test/landmarks/fake_test/fake_test_00025__face_00.npz,403.0,111.0,435.0,125.0,361.0,110.0,391.0,124.0,348.0,107.0,448.0,128.0,32.0,14.0,30.0,14.0,True,True,True,True,478,OK,,139.64,SUCCESS,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00025__face_00.jpg,b4bda74834fbcd03,b4bda74834fbcd03
