sample_id,original_sample_id,source_video,frame_index,face_index,roi_state,label,split,status,skip_reason,sha256,output_path,run_id,source_frame,frame_stem,left_eye_detected,right_eye_detected,left_eye_path,right_eye_path,combined_eye_path,landmarks_path
842d4dc096dbf246,842d4dc096dbf246,fake_test,10,0,not_recorded,fake,test,SUCCESS,,2b9d047434c74bc6e8d4aa88572bac806eabce9bd521c4e3e0b751dbc272035a,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00010__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00010.jpg,fake_test_00010,True,True,fake/test/left/fake_test/fake_test_00010__face_00.jpg,fake/test/right/fake_test/fake_test_00010__face_00.jpg,fake/test/combined/fake_test/fake_test_00010__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00010__face_00.npz
32c932099d90ccb2,32c932099d90ccb2,fake_test,11,0,not_recorded,fake,test,SUCCESS,,860bfb3a09616ce4a39096af6f883a65029edd79763c1964243e61dcd7d5967b,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00011__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00011.jpg,fake_test_00011,True,True,fake/test/left/fake_test/fake_test_00011__face_00.jpg,fake/test/right/fake_test/fake_test_00011__face_00.jpg,fake/test/combined/fake_test/fake_test_00011__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00011__face_00.npz
763a7f016ac868dc,763a7f016ac868dc,fake_test,12,0,not_recorded,fake,test,SUCCESS,,7d9f9afc1380a84b529c3ed18715fc1ea0f9ffa9194b71aefbe23fdb48823237,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00012__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00012.jpg,fake_test_00012,True,True,fake/test/left/fake_test/fake_test_00012__face_00.jpg,fake/test/right/fake_test/fake_test_00012__face_00.jpg,fake/test/combined/fake_test/fake_test_00012__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00012__face_00.npz
82edf2f2126ba693,82edf2f2126ba693,fake_test,13,0,not_recorded,fake,test,SUCCESS,,7673de019314538e921194eff360ca3c857f223ac1fd5832a043a60d74ff0dac,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00013__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00013.jpg,fake_test_00013,True,True,fake/test/left/fake_test/fake_test_00013__face_00.jpg,fake/test/right/fake_test/fake_test_00013__face_00.jpg,fake/test/combined/fake_test/fake_test_00013__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00013__face_00.npz
43f6cc6676dd7404,43f6cc6676dd7404,fake_test,14,0,not_recorded,fake,test,SUCCESS,,113e62425b4f7eef9921acd2fa20d8ef5fb2f99698f950c429d65dd62ebc6a14,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00014__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00014.jpg,fake_test_00014,True,True,fake/test/left/fake_test/fake_test_00014__face_00.jpg,fake/test/right/fake_test/fake_test_00014__face_00.jpg,fake/test/combined/fake_test/fake_test_00014__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00014__face_00.npz
a431e3b642250c6f,a431e3b642250c6f,fake_test,15,0,not_recorded,fake,test,SUCCESS,,9ff38f36080db9aa93f9f37dde53b1d0c6fbf3aa5fc5a561cf620981faeee822,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00015__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00015.jpg,fake_test_00015,True,True,fake/test/left/fake_test/fake_test_00015__face_00.jpg,fake/test/right/fake_test/fake_test_00015__face_00.jpg,fake/test/combined/fake_test/fake_test_00015__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00015__face_00.npz
b76dad7deab63314,b76dad7deab63314,fake_test,16,0,not_recorded,fake,test,SUCCESS,,d334b23b1085bc65b0f44dacdcae9178feb707515d91aa2776f3ab3349fbbdfe,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00016__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00016.jpg,fake_test_00016,True,True,fake/test/left/fake_test/fake_test_00016__face_00.jpg,fake/test/right/fake_test/fake_test_00016__face_00.jpg,fake/test/combined/fake_test/fake_test_00016__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00016__face_00.npz
f7859917cb5e52f9,f7859917cb5e52f9,fake_test,17,0,not_recorded,fake,test,SUCCESS,,feb75d3f77a1b1975170f10a4533971cc60ae7cb393ce890dcfe4fc01d5f4e40,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00017__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00017.jpg,fake_test_00017,True,True,fake/test/left/fake_test/fake_test_00017__face_00.jpg,fake/test/right/fake_test/fake_test_00017__face_00.jpg,fake/test/combined/fake_test/fake_test_00017__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00017__face_00.npz
c1bcc4e386fbfa63,c1bcc4e386fbfa63,fake_test,18,0,not_recorded,fake,test,SUCCESS,,8c7120e22ce6da38e6b8efdf4a5e7cfc0efeb4ebf9b20c2b319069ca0fc03e2c,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00018__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00018.jpg,fake_test_00018,True,True,fake/test/left/fake_test/fake_test_00018__face_00.jpg,fake/test/right/fake_test/fake_test_00018__face_00.jpg,fake/test/combined/fake_test/fake_test_00018__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00018__face_00.npz
e52e8ed0e4754127,e52e8ed0e4754127,fake_test,19,0,not_recorded,fake,test,SUCCESS,,d55af1391675a847afd5afa3b3d90f40892cfabe6cc297d1803e7c29ef924ba6,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00019__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00019.jpg,fake_test_00019,True,True,fake/test/left/fake_test/fake_test_00019__face_00.jpg,fake/test/right/fake_test/fake_test_00019__face_00.jpg,fake/test/combined/fake_test/fake_test_00019__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00019__face_00.npz
29f306f1279bdad3,29f306f1279bdad3,fake_test,20,0,not_recorded,fake,test,SUCCESS,,21c488a5c067931bca3d0089b70b99f5e591f6b574f6dd2ac79a80c12addd04e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00020__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00020.jpg,fake_test_00020,True,True,fake/test/left/fake_test/fake_test_00020__face_00.jpg,fake/test/right/fake_test/fake_test_00020__face_00.jpg,fake/test/combined/fake_test/fake_test_00020__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00020__face_00.npz
a8a98f5e44f10304,a8a98f5e44f10304,fake_test,21,0,not_recorded,fake,test,SUCCESS,,5fba30f8bf3a28cfe782f5ae6e23d4350e1c7c723f5aa0c7907116a482ae5556,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00021__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00021.jpg,fake_test_00021,True,True,fake/test/left/fake_test/fake_test_00021__face_00.jpg,fake/test/right/fake_test/fake_test_00021__face_00.jpg,fake/test/combined/fake_test/fake_test_00021__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00021__face_00.npz
9cbe10aa375ab601,9cbe10aa375ab601,fake_test,21,1,not_recorded,fake,test,SUCCESS,,c2bbe82b56873f40e0db623fa3a99d6d838a47d1fb4342b2a3ec42a25a5a006b,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00021__face_01.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00021.jpg,fake_test_00021,True,True,fake/test/left/fake_test/fake_test_00021__face_01.jpg,fake/test/right/fake_test/fake_test_00021__face_01.jpg,fake/test/combined/fake_test/fake_test_00021__face_01.jpg,fake/test/landmarks/fake_test/fake_test_00021__face_01.npz
b78c0a9423b76912,b78c0a9423b76912,fake_test,23,0,not_recorded,fake,test,SUCCESS,,5311724b9970f1ed33a03235971240292b1b5d966bb704033155dbd66b46524b,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00023__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00023.jpg,fake_test_00023,True,True,fake/test/left/fake_test/fake_test_00023__face_00.jpg,fake/test/right/fake_test/fake_test_00023__face_00.jpg,fake/test/combined/fake_test/fake_test_00023__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00023__face_00.npz
b8ebbae8dd2100c6,b8ebbae8dd2100c6,fake_test,24,0,not_recorded,fake,test,SUCCESS,,d246d8665d5de67d6c876cbd6f398c2508b9780f73545540f207603a6ab5e9b4,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00024__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00024.jpg,fake_test_00024,True,True,fake/test/left/fake_test/fake_test_00024__face_00.jpg,fake/test/right/fake_test/fake_test_00024__face_00.jpg,fake/test/combined/fake_test/fake_test_00024__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00024__face_00.npz
b4bda74834fbcd03,b4bda74834fbcd03,fake_test,25,0,not_recorded,fake,test,SUCCESS,,a3b1a5a11519ee40dab88035938d7e5706ceb0d30a6d4d3828be402403e6b7e7,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00025__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00025.jpg,fake_test_00025,True,True,fake/test/left/fake_test/fake_test_00025__face_00.jpg,fake/test/right/fake_test/fake_test_00025__face_00.jpg,fake/test/combined/fake_test/fake_test_00025__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00025__face_00.npz
e0de87109e9db3f8,e0de87109e9db3f8,fake_test,26,0,not_recorded,fake,test,SUCCESS,,c09e5929799fd2036c5010b9a990b8c7d3f6f7df58b5320cce7512c50dd48fef,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00026__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00026.jpg,fake_test_00026,True,True,fake/test/left/fake_test/fake_test_00026__face_00.jpg,fake/test/right/fake_test/fake_test_00026__face_00.jpg,fake/test/combined/fake_test/fake_test_00026__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00026__face_00.npz
c2e55859d43c576b,c2e55859d43c576b,fake_test,27,0,not_recorded,fake,test,SUCCESS,,331f976eb96ffb008165f0232590f6fa3998d75ead11535a98efc3df10c7bbc9,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00027__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00027.jpg,fake_test_00027,True,True,fake/test/left/fake_test/fake_test_00027__face_00.jpg,fake/test/right/fake_test/fake_test_00027__face_00.jpg,fake/test/combined/fake_test/fake_test_00027__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00027__face_00.npz
4caf9ec5effa5a25,4caf9ec5effa5a25,fake_test,29,0,not_recorded,fake,test,SUCCESS,,e128d6937cabb9c0075d29d68a48478bf7bdfb85566c1e488914000130ad2134,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00029__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00029.jpg,fake_test_00029,True,True,fake/test/left/fake_test/fake_test_00029__face_00.jpg,fake/test/right/fake_test/fake_test_00029__face_00.jpg,fake/test/combined/fake_test/fake_test_00029__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00029__face_00.npz
baeafaa63221021a,baeafaa63221021a,fake_test,30,0,not_recorded,fake,test,SUCCESS,,e58c425041cfc8a039f22b1aea663fcf1ad9e5f3629f366b3826d0094519525b,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00030__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00030.jpg,fake_test_00030,True,True,fake/test/left/fake_test/fake_test_00030__face_00.jpg,fake/test/right/fake_test/fake_test_00030__face_00.jpg,fake/test/combined/fake_test/fake_test_00030__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00030__face_00.npz
c79fa99346d3f327,c79fa99346d3f327,fake_test,31,0,not_recorded,fake,test,SUCCESS,,6b5b62307db642bd4d5476976fcb1e3ff15694cf59b91edce1621e0109102900,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00031__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00031.jpg,fake_test_00031,True,True,fake/test/left/fake_test/fake_test_00031__face_00.jpg,fake/test/right/fake_test/fake_test_00031__face_00.jpg,fake/test/combined/fake_test/fake_test_00031__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00031__face_00.npz
bb38c5bbc9847ea9,bb38c5bbc9847ea9,fake_test,32,0,not_recorded,fake,test,SUCCESS,,52461eb8c807425ffa07c88290d2af089a381db2125951a50379351259d9a9f8,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Kader/Deney 1/Göz/eye_roi_output/fake/test/combined/fake_test/fake_test_00032__face_00.jpg,20260808_1214_eye_densenet121_seed42,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00032.jpg,fake_test_00032,True,True,fake/test/left/fake_test/fake_test_00032__face_00.jpg,fake/test/right/fake_test/fake_test_00032__face_00.jpg,fake/test/combined/fake_test/fake_test_00032__face_00.jpg,fake/test/landmarks/fake_test/fake_test_00032__face_00.npz
