sample_id,path,source_frame,relative_frame_path,class_name,label,split,video_id,metadata_file
real_train_real_train_00012_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00012_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00012.jpg,Real/train/real_train_00012.jpg,real,0,train,real_train_00012,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00013_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00013_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00013.jpg,Real/train/real_train_00013.jpg,real,0,train,real_train_00013,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00014_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00014_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00014.jpg,Real/train/real_train_00014.jpg,real,0,train,real_train_00014,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00015_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00015_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00015.jpg,Real/train/real_train_00015.jpg,real,0,train,real_train_00015,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00016_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00016_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00016.jpg,Real/train/real_train_00016.jpg,real,0,train,real_train_00016,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00017_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00017_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00017.jpg,Real/train/real_train_00017.jpg,real,0,train,real_train_00017,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00018_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00018_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00018.jpg,Real/train/real_train_00018.jpg,real,0,train,real_train_00018,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00019_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00019_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00019.jpg,Real/train/real_train_00019.jpg,real,0,train,real_train_00019,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00020_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00020_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00020.jpg,Real/train/real_train_00020.jpg,real,0,train,real_train_00020,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00021_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00021_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00021.jpg,Real/train/real_train_00021.jpg,real,0,train,real_train_00021,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00022_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00022_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00022.jpg,Real/train/real_train_00022.jpg,real,0,train,real_train_00022,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00023_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00023_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00023.jpg,Real/train/real_train_00023.jpg,real,0,train,real_train_00023,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00025_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00025_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00025.jpg,Real/train/real_train_00025.jpg,real,0,train,real_train_00025,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00026_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00026_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00026.jpg,Real/train/real_train_00026.jpg,real,0,train,real_train_00026,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00027_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00027_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00027.jpg,Real/train/real_train_00027.jpg,real,0,train,real_train_00027,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00028_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00028_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00028.jpg,Real/train/real_train_00028.jpg,real,0,train,real_train_00028,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00029_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00029_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00029.jpg,Real/train/real_train_00029.jpg,real,0,train,real_train_00029,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00030_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00030_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00030.jpg,Real/train/real_train_00030.jpg,real,0,train,real_train_00030,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00031_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00031_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00031.jpg,Real/train/real_train_00031.jpg,real,0,train,real_train_00031,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00032_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00032_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00032.jpg,Real/train/real_train_00032.jpg,real,0,train,real_train_00032,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00033_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00033_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00033.jpg,Real/train/real_train_00033.jpg,real,0,train,real_train_00033,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00034_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00034_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00034.jpg,Real/train/real_train_00034.jpg,real,0,train,real_train_00034,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00035_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00035_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00035.jpg,Real/train/real_train_00035.jpg,real,0,train,real_train_00035,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00036_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00036_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00036.jpg,Real/train/real_train_00036.jpg,real,0,train,real_train_00036,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00037_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00037_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00037.jpg,Real/train/real_train_00037.jpg,real,0,train,real_train_00037,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00039_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00039_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00039.jpg,Real/train/real_train_00039.jpg,real,0,train,real_train_00039,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00040_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00040_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00040.jpg,Real/train/real_train_00040.jpg,real,0,train,real_train_00040,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00041_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00041_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00041.jpg,Real/train/real_train_00041.jpg,real,0,train,real_train_00041,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00042_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00042_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00042.jpg,Real/train/real_train_00042.jpg,real,0,train,real_train_00042,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00043_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00043_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00043.jpg,Real/train/real_train_00043.jpg,real,0,train,real_train_00043,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00044_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00044_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00044.jpg,Real/train/real_train_00044.jpg,real,0,train,real_train_00044,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00045_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00045_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00045.jpg,Real/train/real_train_00045.jpg,real,0,train,real_train_00045,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00046_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00046_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00046.jpg,Real/train/real_train_00046.jpg,real,0,train,real_train_00046,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00047_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00047_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00047.jpg,Real/train/real_train_00047.jpg,real,0,train,real_train_00047,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00048_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00048_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00048.jpg,Real/train/real_train_00048.jpg,real,0,train,real_train_00048,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00049_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00049_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00049.jpg,Real/train/real_train_00049.jpg,real,0,train,real_train_00049,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00050_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00050_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00050.jpg,Real/train/real_train_00050.jpg,real,0,train,real_train_00050,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00051_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00051_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00051.jpg,Real/train/real_train_00051.jpg,real,0,train,real_train_00051,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00052_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00052_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00052.jpg,Real/train/real_train_00052.jpg,real,0,train,real_train_00052,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00053_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00053_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00053.jpg,Real/train/real_train_00053.jpg,real,0,train,real_train_00053,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00054_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00054_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00054.jpg,Real/train/real_train_00054.jpg,real,0,train,real_train_00054,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00055_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00055_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00055.jpg,Real/train/real_train_00055.jpg,real,0,train,real_train_00055,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
real_train_real_train_00056_face00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/mouth/real_train_real_train_00056_face00.png,/content/drive/MyDrive/AISC Çalışmalar/Deneyler/Deney 1 Frame/Real/train/real_train_00056.jpg,Real/train/real_train_00056.jpg,real,0,train,real_train_00056,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Dilara/Deney 1/Ağız/mouth_roi_output/real/train/metadata.csv
