sample_id,source_frame,relative_frame_path,label,split,video_id,frame_stem,face_id,face_id_scope,faces_in_frame,left_eye_detected,right_eye_detected,left_eye_path,right_eye_path,combined_eye_path,debug_path,landmarks_path,left_bbox_x1,left_bbox_y1,left_bbox_x2,left_bbox_y2,right_bbox_x1,right_bbox_y1,right_bbox_x2,right_bbox_y2,combined_bbox_x1,combined_bbox_y1,combined_bbox_x2,combined_bbox_y2,left_eye_width_px,left_eye_height_px,right_eye_width_px,right_eye_height_px,left_iris_landmarks_available,right_iris_landmarks_available,left_iris_visible_estimate,right_iris_visible_estimate,landmark_count,status,error,processing_ms
842d4dc096dbf246,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00010.jpg,Fake/test/fake_test_00010.jpg,fake,test,fake_test,fake_test_00010,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00010__face_00.jpg,fake/test/right/fake_test/fake_test_00010__face_00.jpg,fake/test/combined/fake_test/fake_test_00010__face_00.jpg,fake/test/debug/fake_test/fake_test_00010__debug.jpg,fake/test/landmarks/fake_test/fake_test_00010__face_00.npz,1312,254,1378,280,1223,236,1285,263,1195,228,1406,288,66,26,62,27,True,True,True,True,478,ok,,172.72
32c932099d90ccb2,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00011.jpg,Fake/test/fake_test_00011.jpg,fake,test,fake_test,fake_test_00011,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00011__face_00.jpg,fake/test/right/fake_test/fake_test_00011__face_00.jpg,fake/test/combined/fake_test/fake_test_00011__face_00.jpg,fake/test/debug/fake_test/fake_test_00011__debug.jpg,fake/test/landmarks/fake_test/fake_test_00011__face_00.npz,647,244,750,291,499,256,602,299,454,234,795,309,103,47,103,43,True,True,True,True,478,ok,,148.66
763a7f016ac868dc,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00012.jpg,Fake/test/fake_test_00012.jpg,fake,test,fake_test,fake_test_00012,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00012__face_00.jpg,fake/test/right/fake_test/fake_test_00012__face_00.jpg,fake/test/combined/fake_test/fake_test_00012__face_00.jpg,fake/test/debug/fake_test/fake_test_00012__debug.jpg,fake/test/landmarks/fake_test/fake_test_00012__face_00.npz,449,152,484,167,396,147,434,165,380,143,500,171,35,15,38,18,True,True,True,True,478,ok,,147.32
82edf2f2126ba693,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00013.jpg,Fake/test/fake_test_00013.jpg,fake,test,fake_test,fake_test_00013,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00013__face_00.jpg,fake/test/right/fake_test/fake_test_00013__face_00.jpg,fake/test/combined/fake_test/fake_test_00013__face_00.jpg,fake/test/debug/fake_test/fake_test_00013__debug.jpg,fake/test/landmarks/fake_test/fake_test_00013__face_00.npz,682,260,757,291,574,250,646,282,541,243,790,298,75,31,72,32,True,True,True,True,478,ok,,157.46
43f6cc6676dd7404,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00014.jpg,Fake/test/fake_test_00014.jpg,fake,test,fake_test,fake_test_00014,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00014__face_00.jpg,fake/test/right/fake_test/fake_test_00014__face_00.jpg,fake/test/combined/fake_test/fake_test_00014__face_00.jpg,fake/test/debug/fake_test/fake_test_00014__debug.jpg,fake/test/landmarks/fake_test/fake_test_00014__face_00.npz,635,188,683,211,563,192,613,212,541,184,705,216,48,23,50,20,True,True,True,True,478,ok,,132.59
a431e3b642250c6f,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00015.jpg,Fake/test/fake_test_00015.jpg,fake,test,fake_test,fake_test_00015,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00015__face_00.jpg,fake/test/right/fake_test/fake_test_00015__face_00.jpg,fake/test/combined/fake_test/fake_test_00015__face_00.jpg,fake/test/debug/fake_test/fake_test_00015__debug.jpg,fake/test/landmarks/fake_test/fake_test_00015__face_00.npz,230,125,255,137,189,126,215,138,177,123,267,140,25,12,26,12,True,True,True,True,478,ok,,137.91
b76dad7deab63314,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00016.jpg,Fake/test/fake_test_00016.jpg,fake,test,fake_test,fake_test_00016,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00016__face_00.jpg,fake/test/right/fake_test/fake_test_00016__face_00.jpg,fake/test/combined/fake_test/fake_test_00016__face_00.jpg,fake/test/debug/fake_test/fake_test_00016__debug.jpg,fake/test/landmarks/fake_test/fake_test_00016__face_00.npz,329,122,360,136,283,126,315,139,269,119,374,142,31,14,32,13,True,True,True,True,478,ok,,127.63
f7859917cb5e52f9,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00017.jpg,Fake/test/fake_test_00017.jpg,fake,test,fake_test,fake_test_00017,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00017__face_00.jpg,fake/test/right/fake_test/fake_test_00017__face_00.jpg,fake/test/combined/fake_test/fake_test_00017__face_00.jpg,fake/test/debug/fake_test/fake_test_00017__debug.jpg,fake/test/landmarks/fake_test/fake_test_00017__face_00.npz,673,232,732,257,586,234,647,260,560,227,758,265,59,25,61,26,True,True,True,True,478,ok,,151.78
c1bcc4e386fbfa63,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00018.jpg,Fake/test/fake_test_00018.jpg,fake,test,fake_test,fake_test_00018,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00018__face_00.jpg,fake/test/right/fake_test/fake_test_00018__face_00.jpg,fake/test/combined/fake_test/fake_test_00018__face_00.jpg,fake/test/debug/fake_test/fake_test_00018__debug.jpg,fake/test/landmarks/fake_test/fake_test_00018__face_00.npz,232,126,247,136,202,128,222,137,194,124,255,139,15,10,20,9,True,True,False,False,478,ok,,154.87
e52e8ed0e4754127,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00019.jpg,Fake/test/fake_test_00019.jpg,fake,test,fake_test,fake_test_00019,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00019__face_00.jpg,fake/test/right/fake_test/fake_test_00019__face_00.jpg,fake/test/combined/fake_test/fake_test_00019__face_00.jpg,fake/test/debug/fake_test/fake_test_00019__debug.jpg,fake/test/landmarks/fake_test/fake_test_00019__face_00.npz,1108,193,1152,212,1039,187,1086,206,1019,183,1172,216,44,19,47,19,True,True,True,True,478,ok,,186.98
29f306f1279bdad3,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00020.jpg,Fake/test/fake_test_00020.jpg,fake,test,fake_test,fake_test_00020,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00020__face_00.jpg,fake/test/right/fake_test/fake_test_00020__face_00.jpg,fake/test/combined/fake_test/fake_test_00020__face_00.jpg,fake/test/debug/fake_test/fake_test_00020__debug.jpg,fake/test/landmarks/fake_test/fake_test_00020__face_00.npz,348,159,385,178,294,158,330,177,278,154,401,182,37,19,36,19,True,True,True,True,478,ok,,128.75
a8a98f5e44f10304,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00021.jpg,Fake/test/fake_test_00021.jpg,fake,test,fake_test,fake_test_00021,0,frame_local_detection_order,2,True,True,fake/test/left/fake_test/fake_test_00021__face_00.jpg,fake/test/right/fake_test/fake_test_00021__face_00.jpg,fake/test/combined/fake_test/fake_test_00021__face_00.jpg,fake/test/debug/fake_test/fake_test_00021__debug.jpg,fake/test/landmarks/fake_test/fake_test_00021__face_00.npz,1434,308,1508,339,1338,305,1399,336,1307,299,1539,345,74,31,61,31,True,True,True,True,478,ok,,295.75
9cbe10aa375ab601,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00021.jpg,Fake/test/fake_test_00021.jpg,fake,test,fake_test,fake_test_00021,1,frame_local_detection_order,2,True,True,fake/test/left/fake_test/fake_test_00021__face_01.jpg,fake/test/right/fake_test/fake_test_00021__face_01.jpg,fake/test/combined/fake_test/fake_test_00021__face_01.jpg,fake/test/debug/fake_test/fake_test_00021__debug.jpg,fake/test/landmarks/fake_test/fake_test_00021__face_01.npz,595,374,637,399,510,389,577,415,487,367,660,422,42,25,67,26,True,True,True,True,478,ok,,295.75
,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00022.jpg,Fake/test/fake_test_00022.jpg,fake,test,fake_test,fake_test_00022,,frame_local_detection_order,0,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0,no_face,,66.01
b78c0a9423b76912,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00023.jpg,Fake/test/fake_test_00023.jpg,fake,test,fake_test,fake_test_00023,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00023__face_00.jpg,fake/test/right/fake_test/fake_test_00023__face_00.jpg,fake/test/combined/fake_test/fake_test_00023__face_00.jpg,fake/test/debug/fake_test/fake_test_00023__debug.jpg,fake/test/landmarks/fake_test/fake_test_00023__face_00.npz,370,147,401,161,329,132,356,147,316,127,414,166,31,14,27,15,True,True,True,True,478,ok,,154.35
b8ebbae8dd2100c6,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00024.jpg,Fake/test/fake_test_00024.jpg,fake,test,fake_test,fake_test_00024,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00024__face_00.jpg,fake/test/right/fake_test/fake_test_00024__face_00.jpg,fake/test/combined/fake_test/fake_test_00024__face_00.jpg,fake/test/debug/fake_test/fake_test_00024__debug.jpg,fake/test/landmarks/fake_test/fake_test_00024__face_00.npz,746,146,818,176,644,137,712,167,613,130,849,183,72,30,68,30,True,True,True,True,478,ok,,163.01
b4bda74834fbcd03,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00025.jpg,Fake/test/fake_test_00025.jpg,fake,test,fake_test,fake_test_00025,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00025__face_00.jpg,fake/test/right/fake_test/fake_test_00025__face_00.jpg,fake/test/combined/fake_test/fake_test_00025__face_00.jpg,fake/test/debug/fake_test/fake_test_00025__debug.jpg,fake/test/landmarks/fake_test/fake_test_00025__face_00.npz,403,111,435,125,361,110,391,124,348,107,448,128,32,14,30,14,True,True,True,True,478,ok,,139.64
e0de87109e9db3f8,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00026.jpg,Fake/test/fake_test_00026.jpg,fake,test,fake_test,fake_test_00026,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00026__face_00.jpg,fake/test/right/fake_test/fake_test_00026__face_00.jpg,fake/test/combined/fake_test/fake_test_00026__face_00.jpg,fake/test/debug/fake_test/fake_test_00026__debug.jpg,fake/test/landmarks/fake_test/fake_test_00026__face_00.npz,228,126,254,138,188,128,215,140,176,123,266,143,26,12,27,12,True,True,True,True,478,ok,,154.75
c2e55859d43c576b,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00027.jpg,Fake/test/fake_test_00027.jpg,fake,test,fake_test,fake_test_00027,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00027__face_00.jpg,fake/test/right/fake_test/fake_test_00027__face_00.jpg,fake/test/combined/fake_test/fake_test_00027__face_00.jpg,fake/test/debug/fake_test/fake_test_00027__debug.jpg,fake/test/landmarks/fake_test/fake_test_00027__face_00.npz,607,215,662,239,525,219,580,242,500,210,687,247,55,24,55,23,True,True,True,True,478,ok,,144.92
,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00028.jpg,Fake/test/fake_test_00028.jpg,fake,test,fake_test,fake_test_00028,,frame_local_detection_order,0,False,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,0,no_face,,107.75
4caf9ec5effa5a25,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00029.jpg,Fake/test/fake_test_00029.jpg,fake,test,fake_test,fake_test_00029,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00029__face_00.jpg,fake/test/right/fake_test/fake_test_00029__face_00.jpg,fake/test/combined/fake_test/fake_test_00029__face_00.jpg,fake/test/debug/fake_test/fake_test_00029__debug.jpg,fake/test/landmarks/fake_test/fake_test_00029__face_00.npz,585,221,641,247,494,227,556,254,468,215,667,260,56,26,62,27,True,True,True,True,478,ok,,817.15
baeafaa63221021a,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00030.jpg,Fake/test/fake_test_00030.jpg,fake,test,fake_test,fake_test_00030,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00030__face_00.jpg,fake/test/right/fake_test/fake_test_00030__face_00.jpg,fake/test/combined/fake_test/fake_test_00030__face_00.jpg,fake/test/debug/fake_test/fake_test_00030__debug.jpg,fake/test/landmarks/fake_test/fake_test_00030__face_00.npz,326,138,361,152,280,141,312,155,265,135,376,158,35,14,32,14,True,True,True,True,478,ok,,167.41
c79fa99346d3f327,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00031.jpg,Fake/test/fake_test_00031.jpg,fake,test,fake_test,fake_test_00031,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00031__face_00.jpg,fake/test/right/fake_test/fake_test_00031__face_00.jpg,fake/test/combined/fake_test/fake_test_00031__face_00.jpg,fake/test/debug/fake_test/fake_test_00031__debug.jpg,fake/test/landmarks/fake_test/fake_test_00031__face_00.npz,306,120,333,131,262,122,289,133,249,118,346,135,27,11,27,11,True,True,False,False,478,ok,,143.87
bb38c5bbc9847ea9,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00032.jpg,Fake/test/fake_test_00032.jpg,fake,test,fake_test,fake_test_00032,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00032__face_00.jpg,fake/test/right/fake_test/fake_test_00032__face_00.jpg,fake/test/combined/fake_test/fake_test_00032__face_00.jpg,fake/test/debug/fake_test/fake_test_00032__debug.jpg,fake/test/landmarks/fake_test/fake_test_00032__face_00.npz,347,115,398,134,272,97,322,116,249,90,421,141,51,19,50,19,True,True,True,True,478,ok,,143.57
0087daef17665061,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00033.jpg,Fake/test/fake_test_00033.jpg,fake,test,fake_test,fake_test_00033,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00033__face_00.jpg,fake/test/right/fake_test/fake_test_00033__face_00.jpg,fake/test/combined/fake_test/fake_test_00033__face_00.jpg,fake/test/debug/fake_test/fake_test_00033__debug.jpg,fake/test/landmarks/fake_test/fake_test_00033__face_00.npz,914,242,999,277,798,250,881,285,762,234,1035,293,85,35,83,35,True,True,True,True,478,ok,,681.19
69a46beede3a81e7,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00034.jpg,Fake/test/fake_test_00034.jpg,fake,test,fake_test,fake_test_00034,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00034__face_00.jpg,fake/test/right/fake_test/fake_test_00034__face_00.jpg,fake/test/combined/fake_test/fake_test_00034__face_00.jpg,fake/test/debug/fake_test/fake_test_00034__debug.jpg,fake/test/landmarks/fake_test/fake_test_00034__face_00.npz,702,238,750,256,638,239,682,254,618,235,770,259,48,18,44,15,True,True,True,True,478,ok,,128.06
1ac4237c317f4e39,/content/drive/.shortcut-targets-by-id/1qDJf3MYGlyKCNCfp7hS82eXp9H8F1Br1/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00035.jpg,Fake/test/fake_test_00035.jpg,fake,test,fake_test,fake_test_00035,0,frame_local_detection_order,1,True,True,fake/test/left/fake_test/fake_test_00035__face_00.jpg,fake/test/right/fake_test/fake_test_00035__face_00.jpg,fake/test/combined/fake_test/fake_test_00035__face_00.jpg,fake/test/debug/fake_test/fake_test_00035__debug.jpg,fake/test/landmarks/fake_test/fake_test_00035__face_00.npz,396,201,455,225,308,218,367,241,282,194,481,248,59,24,59,23,True,True,True,True,478,ok,,141.51
