image_path,relative_path,file_name,class_name,label,split,sample_id,source_video,frame_index,face_index,status,output_sha256,roi_width,roi_height,blur_score,eye_landmark_fraction
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00015.jpg,fake/test/fake_test_00015.jpg,fake_test_00015.jpg,fake,1,test,9910a4c8f40c2285f2328247e307808aca60aefd902d46740561f0cc7fd00572,,15,0.0,SUCCESS,4763a82d9a73e12bff02b0066d2208f817d61e03c8d46c33906765e9135d981a,84.0,19.0,505.21161103,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00016.jpg,fake/test/fake_test_00016.jpg,fake_test_00016.jpg,fake,1,test,c58dd28260a84dec73449dc63907be5b7b623abd0946eb965a1b75146d56541e,,16,0.0,SUCCESS,cbca33b40cd09064dc21a5179fbc36c2d80b8fdeb117868324f3a0b2823839fa,100.0,26.0,134.35856746,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00017.jpg,fake/test/fake_test_00017.jpg,fake_test_00017.jpg,fake,1,test,c8f0f8a77552b27d4b0af9c8fda52385a70f8e955c7ec98d9df713203dd08851,,17,0.0,SUCCESS,38a68ae8c964f14d37992c0ad55b361591c5f1c8019dfc1c2abcf0aa549904db,195.0,39.0,14.89762365,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00019.jpg,fake/test/fake_test_00019.jpg,fake_test_00019.jpg,fake,1,test,57d1d42ac2546b82c70bb1de1785ee1d854c840aa87c5c43883f1a2e7ea45a1b,,19,0.0,SUCCESS,ec8b22b53a31c822b27b18b11531a23af657291772bd4dcf599a17405d5cdd89,142.0,32.0,26.99447688,0.125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00020.jpg,fake/test/fake_test_00020.jpg,fake_test_00020.jpg,fake,1,test,6b4beb27bcb732c301c561d9e20562f76aa3cb01cfbac01ec414b8b9eabf7e1d,,20,0.0,SUCCESS,3fa666abc62c418d612eb5234f97c75ec62c6ad1b74cd25ee3c2e8774d6913a9,122.0,27.0,109.66619553,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00024.jpg,fake/test/fake_test_00024.jpg,fake_test_00024.jpg,fake,1,test,cdfd7ac7e8deba7b3817bca6c5e1c2069625f28b12822f540c1516f4028f931c,,24,0.0,SUCCESS,1af88653509b4c04e194f6c4694e5acd8fa87b740f1948e9d6389bfa85fbabc5,224.0,66.0,23.84374593,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00025.jpg,fake/test/fake_test_00025.jpg,fake_test_00025.jpg,fake,1,test,212d254267c9f964998fd3fa99e16a71859b6a538f2bd6f399df2dc33395e1d1,,25,0.0,SUCCESS,cb0ef097477a150795f9acf19ffd737222f4d67d48e0f9b8817683e1d04ee995,95.0,22.0,174.66671917,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00026.jpg,fake/test/fake_test_00026.jpg,fake_test_00026.jpg,fake,1,test,20785d7d3b7c7f25e3abef18f8f077797b8c713878155f364ec81a21ca796125,,26,0.0,SUCCESS,40d10940ea299c51a5fc9d4d480c2036d0cb465c855b51639e25ad9bcbff2060,82.0,22.0,560.80509283,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00027.jpg,fake/test/fake_test_00027.jpg,fake_test_00027.jpg,fake,1,test,c12a3bffb8bf29586e35f34ab866f5c4bf53a4569ec3c72ac9de78e3a81c8057,,27,0.0,SUCCESS,99c6084eac4c440eeabaa3d853cc8ea88b491c95298771b1ff38e582895a6fe9,181.0,43.0,35.39650525,0.0625
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00029.jpg,fake/test/fake_test_00029.jpg,fake_test_00029.jpg,fake,1,test,16d857213f02725d5db9a65c1f16e93b49449eea69330d0b12d45f0edaef75d1,,29,0.0,SUCCESS,c38b0e88a9af5f12bb7e3d74a8a08f84d780c0ef2755ad0b44f9df92ffb436c7,187.0,57.0,47.43049175,0.03125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00030.jpg,fake/test/fake_test_00030.jpg,fake_test_00030.jpg,fake,1,test,9b0afd240aa7a3fa765dd67ec459fcc34196c459140a1de8f07bf1594a2e9534,,30,0.0,SUCCESS,2b10e2a4e21389b4ed81e02486bb9efb46ee6758e661fc7c52f4fe22b7a8190b,103.0,24.0,155.45606128,0.125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00031.jpg,fake/test/fake_test_00031.jpg,fake_test_00031.jpg,fake,1,test,e2ce8fe0d3306a03c6d3a2bde7c94fadee6e564d87aaed394bfe5bc6f421aeab,,31,0.0,SUCCESS,e7afb95a521f80d362b8eab2367c8b95d442ac80711006d03804421995684953,90.0,19.0,86.88450771,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00033.jpg,fake/test/fake_test_00033.jpg,fake_test_00033.jpg,fake,1,test,73dceda7df7f9d3a3c335d9d32ce5ebe34e15359b388cc116fa0e30b5941c13b,,33,0.0,SUCCESS,b08ae9214a4cf193dda1fb4580babdab4e8910050ed42de3c5d25ae94cfcb080,256.0,59.0,78.30758201,0.03125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00034.jpg,fake/test/fake_test_00034.jpg,fake_test_00034.jpg,fake,1,test,34c01fe0c22501080313fc1c018956615ee29a0884a9ae42e3cf41ca06494313,,34,0.0,SUCCESS,568e8c21e33fbbc22d67738670b8efbb554e7480c61fe47816b80d39ed01c265,145.0,28.0,16.91036424,0.03125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00038.jpg,fake/test/fake_test_00038.jpg,fake_test_00038.jpg,fake,1,test,faaf51e7380b112d817865b337b77c9fb40f42bcc19e7c0e77235d240cd41fe3,,38,0.0,SUCCESS,ccadf832c33461c8f50f10e44379903eb287eab635393c3e259b537db14b051c,109.0,41.0,37.98015778,0.125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00040.jpg,fake/test/fake_test_00040.jpg,fake_test_00040.jpg,fake,1,test,725b786f0c605e186935460cf390d4601fb1779ce682a3c37f0699f7b195a2f4,,40,0.0,SUCCESS,849fefa58a17904e4b09b817f8f83d51642f0475a31fa1d32b8c0e5f045b0f22,89.0,18.0,86.69497242,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00041.jpg,fake/test/fake_test_00041.jpg,fake_test_00041.jpg,fake,1,test,f7f9887270c2ef8e1802edc029a5fa0a7ecea702bf15238382e3439e8c1a3641,,41,0.0,SUCCESS,ea2324c4487c34dc9d46dd3331f4fada47eb803ba9353f48d7ed4de89d42ba2e,363.0,113.0,17.08544296,0.0625
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00043.jpg,fake/test/fake_test_00043.jpg,fake_test_00043.jpg,fake,1,test,4ba8a3b82614f8f959b6fd0f496305c4567c0c7d5dddbb90b3f596767fa2e452,,43,0.0,SUCCESS,8c19cf24d536cab88ecdd742ef7edf347c796d5eb8244e32e1c734f2d83a0b28,99.0,30.0,159.72070526,0.125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00044.jpg,fake/test/fake_test_00044.jpg,fake_test_00044.jpg,fake,1,test,d63a872413390522436e8da798521793c7fe5533c463824665b3d8e167c72474,,44,0.0,SUCCESS,7b518355116863788eb92babc1a2d71cbd7a155869a4dbb1af2d2981894ae920,74.0,15.0,1442.60303547,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00048.jpg,fake/test/fake_test_00048.jpg,fake_test_00048.jpg,fake,1,test,d9fdd2a098d6f8677c99b65ddfa63ded737492acad0e28bc878d01f3de086e4c,,48,0.0,SUCCESS,2a8c9922304a649446822e83c4f0581d43d25a9d58b162cbd9723d9ad04899c0,82.0,24.0,124.44606282,0.0625
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00049.jpg,fake/test/fake_test_00049.jpg,fake_test_00049.jpg,fake,1,test,782012e7277632251b0aab719a4bdf962b588d359597541b6cc3663fb7de4663,,49,0.0,SUCCESS,41098265ade476da8c5e6bde350d1747aba9a9e2a096d664515dd0111c95b5f5,179.0,47.0,17.30643246,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00050.jpg,fake/test/fake_test_00050.jpg,fake_test_00050.jpg,fake,1,test,db1a31c42231f65a07cf5de3ad823d33f363a202c4627b8ead8f73410f4d67b2,,50,0.0,SUCCESS,4442d5d49a1de3d0e512390e287ba2439c3a29edd428d5fceae8d9e9de20095a,261.0,70.0,16.68187804,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00051.jpg,fake/test/fake_test_00051.jpg,fake_test_00051.jpg,fake,1,test,99166ad094634106a617923d18175d85fac6bb31ed5021528a971b478ead8bc0,,51,0.0,SUCCESS,35fa4bfda61171e768de129754297a4556a00a9a3988a8aaefb2032db4d27bfb,283.0,65.0,25.00688879,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00053.jpg,fake/test/fake_test_00053.jpg,fake_test_00053.jpg,fake,1,test,d4310d058f7ed0d24491cc9664fbba6fa4ce8ddc22f457610ffed1381442dd67,,53,0.0,SUCCESS,06dc191c8c0e7b2006b2ceb65387e220f05b88e8b1f7ead68e83285622a645e2,105.0,19.0,165.98834078,0.03125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00056.jpg,fake/test/fake_test_00056.jpg,fake_test_00056.jpg,fake,1,test,69c65735d5cc926279efa9eaa920675ae9df686f1c20df25ac21c219a6255817,,56,0.0,SUCCESS,40ee6e72b528eda72b838b3af8f4b94e49f7760556e757de90ec5bf6323d26a3,101.0,32.0,237.67337981,0.03125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00057.jpg,fake/test/fake_test_00057.jpg,fake_test_00057.jpg,fake,1,test,0e74964f1c2d0a703096946041f9f8ad0d6333cd9ed556e1505e08ec902fd721,,57,0.0,SUCCESS,f55d3b9c51d49e118ca2bd2d2941645fc0124b2f19efa0d0f9b3d59368502271,104.0,21.0,54.901944,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00058.jpg,fake/test/fake_test_00058.jpg,fake_test_00058.jpg,fake,1,test,28d6e947cf68dc8dc2722f50dac83c03488077f1145d8d35390f42e390b8f275,,58,0.0,SUCCESS,78569c75e134203928bfa4647fb43f378cb06819a588acc17fa3fc3705f8b7ee,178.0,52.0,22.69768773,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00061.jpg,fake/test/fake_test_00061.jpg,fake_test_00061.jpg,fake,1,test,3d4333fb25a4b42119b55908bd54de66e45e718d96bf0401678d5c33c52e3421,,61,0.0,SUCCESS,3887caf39c9a234605f3ff7d4d6ebd9d18f668ee66fa652d8b5ed27892e80f4a,186.0,49.0,34.45469099,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00064.jpg,fake/test/fake_test_00064.jpg,fake_test_00064.jpg,fake,1,test,e00ce413290603f1f69133640eb4d973da69f1ab797f20a5747dce6430c81bfc,,64,0.0,SUCCESS,6adc6ddedafea2097278541e2464eb3350ea6ca6bcfd52c827609d51f354c77a,148.0,43.0,38.91125551,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00068.jpg,fake/test/fake_test_00068.jpg,fake_test_00068.jpg,fake,1,test,e0ed462cd1e4b621b5ba8600082deead9ff7929f9aa632d05cd8a9944eb2726a,,68,0.0,SUCCESS,a7d748ddb7226627fbad41712e3aeecc72d119bc8e9f678346700831a8aa67fd,263.0,75.0,12.12373554,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00073.jpg,fake/test/fake_test_00073.jpg,fake_test_00073.jpg,fake,1,test,1bfdf870f8a5ef9206ef697cd0e9b372a9f9aefa79415107a04ee979d8523a0e,,73,0.0,SUCCESS,e9fa95f5d551ed387845ea38fe57cb8dc05d1e9fa44bef02b0dc374db76f1ea0,197.0,56.0,35.34084745,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00076.jpg,fake/test/fake_test_00076.jpg,fake_test_00076.jpg,fake,1,test,5af970ea8a0c15055d5b2f56bb3dc5db75d1d9850614ef2913701a4f66984070,,76,0.0,SUCCESS,0d405ad0372da2f901c85179bfaa34d1d12f3cbce9cde16957f733f99690f9e4,174.0,50.0,49.43803805,0.125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00077.jpg,fake/test/fake_test_00077.jpg,fake_test_00077.jpg,fake,1,test,06251ea255d1794069e547942abf51282ca6089069498c56048a5772cb31cd3f,,77,0.0,SUCCESS,e484380b9963baa370760ea17afdd486ee7de525f0cad6e818344044811a82bc,207.0,54.0,15.3027178,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00078.jpg,fake/test/fake_test_00078.jpg,fake_test_00078.jpg,fake,1,test,2788ac41d04a49ac30d11876f20b2d374c0e92d80c7bbd06248d91772c82cc26,,78,0.0,SUCCESS,d3ec6e82be6897eb11f89d40df8aa2ff462d3a1e32ad87f9ebc139ecb57b6997,376.0,90.0,4.90515473,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00079.jpg,fake/test/fake_test_00079.jpg,fake_test_00079.jpg,fake,1,test,302351c92f5ae375301f381392f2e84ab6044ff5932e22fbd31c9390989b2637,,79,0.0,SUCCESS,9e25c98f6683324f7adeb54b2c714a574010785edcb1e3353b7453666462f23e,100.0,23.0,241.4564603,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00080.jpg,fake/test/fake_test_00080.jpg,fake_test_00080.jpg,fake,1,test,449e61d2ed4799601aa1709ade83088d046295764f1c853ce7e31679ba5ce37b,,80,0.0,SUCCESS,9283b9dde7e9f5103bb3e68c014f724fd20f0e795a775895965c983a6cd7a665,147.0,38.0,37.96123553,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00082.jpg,fake/test/fake_test_00082.jpg,fake_test_00082.jpg,fake,1,test,f46d68c6532b135ef9e945650a1f4bd1e41f812c86d79264d15032a175bb2b08,,82,0.0,SUCCESS,85b0d95e52b3e678b810dbc9f0eaf258072fad9a488487d8593fdc0659433096,146.0,27.0,37.50554785,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00083.jpg,fake/test/fake_test_00083.jpg,fake_test_00083.jpg,fake,1,test,47c2c3d21adb7cb42ffe22faaa9514e29b8741977d1720c3c0237542471c50a3,,83,0.0,SUCCESS,20d68550fc9c7e576f1b1af2ca44abf423f2dca9bd169920a3b2ccf70aacc73a,336.0,113.0,10.53409888,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00084.jpg,fake/test/fake_test_00084.jpg,fake_test_00084.jpg,fake,1,test,b406a9203fefa234cbbc6a3e95e1515586b15a63c9e159a665186648d3242dd9,,84,0.0,SUCCESS,f156af630a999371145549eb73e4f885ff33bcbe601b48ed5bae140eb7b5c57e,129.0,27.0,318.73824917,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00085.jpg,fake/test/fake_test_00085.jpg,fake_test_00085.jpg,fake,1,test,9bd11d1a02b51a76f08d75c822dcd712c20c0a00b5fbfb330495ebf803e185e7,,85,0.0,SUCCESS,f3c834e4c3b185b18a4972c5c27a41ed1d60054daa707d78569dba03c371f6c8,89.0,23.0,371.72621604,0.0625
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00086.jpg,fake/test/fake_test_00086.jpg,fake_test_00086.jpg,fake,1,test,8e2339fcedf6b82ee3551ac523a01dfae4c64958b5b8c7397c804ef3ce8ba30d,,86,0.0,SUCCESS,010822c50995e7587701cb4b688425553a6bc7945c7d6d0054a9e119c7cf21f3,72.0,19.0,121.70218828,0.0625
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00088.jpg,fake/test/fake_test_00088.jpg,fake_test_00088.jpg,fake,1,test,158e18c22791d60fd4b881890adb750b5d153d786194e060e86bfc80708a3b4a,,88,0.0,SUCCESS,dc2d4a23248a8a001ed70c817aa9db873184eed51cd5dc65bc087d8bcbbcb6e5,87.0,28.0,103.67279599,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00089.jpg,fake/test/fake_test_00089.jpg,fake_test_00089.jpg,fake,1,test,50696a049f16eff216d031c7c7ea20f388298db4c6c1b43cb11b8364482fd0b1,,89,0.0,SUCCESS,d910bd6b5dfaf442364631274838b5c4318499a61dee00984383d1cf98ef7b2c,408.0,81.0,9.71827791,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00090.jpg,fake/test/fake_test_00090.jpg,fake_test_00090.jpg,fake,1,test,965d0d1bf749015e08c67bcf7fa088e04c8b8f786deb763f1d3ab5f98a8ee020,,90,0.0,SUCCESS,014ed5dd374573f9c7740d47c3f129dabcf6adde70a2b2cd7a54dc7a33a8d8a2,198.0,47.0,21.50430942,0.0625
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00091.jpg,fake/test/fake_test_00091.jpg,fake_test_00091.jpg,fake,1,test,a3d1c38e4049b7274b623e0635691ed64ba5a872ec40393095b6e4aec13a660b,,91,0.0,SUCCESS,69035b78199b2335513bba1128ecd0de0ede5745861763a223aed4dc949d1eab,311.0,77.0,15.88451106,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00093.jpg,fake/test/fake_test_00093.jpg,fake_test_00093.jpg,fake,1,test,86f754ff431258eb5855f97f837c067c97d497a0ae5ac8e6fa356f5b0ade0dbc,,93,0.0,SUCCESS,b5ebc6e37df01ea8b4b9f3766604515c7df3c2fe6e4855e5ce2aab016752af94,72.0,16.0,87.67485216,0.125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00094.jpg,fake/test/fake_test_00094.jpg,fake_test_00094.jpg,fake,1,test,b305503635d793f272b189f02c336ac5f3b9405592d776e4df37bbc399a2cf67,,94,0.0,SUCCESS,68667e8cfb0aab0aafd29e008afa5de686f188bb58ad9cb010c86fbeb0a21a02,209.0,41.0,20.40270069,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00095.jpg,fake/test/fake_test_00095.jpg,fake_test_00095.jpg,fake,1,test,6cb805bdc9ba679e24bc0cc183d17b7622757f2dc75f31ff52370cb555aab8d5,,95,0.0,SUCCESS,33a4c4105d28cff1b147de34751e7723859c45c3d5867a0b8fef37fdf83af1f2,109.0,28.0,182.11862481,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00097.jpg,fake/test/fake_test_00097.jpg,fake_test_00097.jpg,fake,1,test,c12c238bba22f8ced56cbd89e296bab3c5e8b0103a62eeae79f8e88dd9b441c0,,97,0.0,SUCCESS,380f9763d492d602d4db2a58f80b40dc341c73144516ac039115438e7f1fdee2,255.0,61.0,16.85486698,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00098.jpg,fake/test/fake_test_00098.jpg,fake_test_00098.jpg,fake,1,test,c98117385706b8a7dbac92d0046d1a4451502ecf52638852d3165197c42be368,,98,0.0,SUCCESS,9d8c0c1c05a24b51e8d7f45475e7128dd59c7d9232ada62bf96445279b7d3f45,192.0,42.0,11.94717691,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00099.jpg,fake/test/fake_test_00099.jpg,fake_test_00099.jpg,fake,1,test,b53f1796975ae8db98fd124c50fb688859cbed21c7cb7d3ea73762d0e147d8d9,,99,0.0,SUCCESS,e070aa96cff59f1b48ccbe0e40e4d7dcc2f244e78b1acf7c071a06168718c61f,192.0,51.0,7.30357313,0.0
