sample_id,source_video,frame_index,face_index,label,split,status,skip_reason,input_path,input_relative_path,output_path,output_relative_path,input_sha256,output_sha256,run_id,processed_at,input_width,input_height,roi_width,roi_height,face_count,blur_score,eye_landmark_fraction,alignment_applied,alignment_angle_degrees,error_type,error_message,resolved_eyebrow_path,path_exists,training_eyebrow_path
9910a4c8f40c2285f2328247e307808aca60aefd902d46740561f0cc7fd00572,,15,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00015.jpg,Fake/test/fake_test_00015.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00015.jpg,fake/test/fake_test_00015.jpg,73076333dd4d9e03c2cf2d265f0ae427c8344c7cf4600e837bfd53ae501d5fde,4763a82d9a73e12bff02b0066d2208f817d61e03c8d46c33906765e9135d981a,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.126787+00:00,854,480,84.0,19.0,1,505.21161103,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00015.jpg,True,/content/eyebrow_roi_cache/9910a4c8f40c2285f2328247e307808aca60aefd902d46740561f0cc7fd00572.jpg
c58dd28260a84dec73449dc63907be5b7b623abd0946eb965a1b75146d56541e,,16,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00016.jpg,Fake/test/fake_test_00016.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00016.jpg,fake/test/fake_test_00016.jpg,85010b62697f7a0c3933713d17055510b2c3a744e3d37fa2e83012185c13bc64,cbca33b40cd09064dc21a5179fbc36c2d80b8fdeb117868324f3a0b2823839fa,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.197425+00:00,640,480,100.0,26.0,1,134.35856746,0.09375,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00016.jpg,True,/content/eyebrow_roi_cache/c58dd28260a84dec73449dc63907be5b7b623abd0946eb965a1b75146d56541e.jpg
c8f0f8a77552b27d4b0af9c8fda52385a70f8e955c7ec98d9df713203dd08851,,17,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00017.jpg,Fake/test/fake_test_00017.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00017.jpg,fake/test/fake_test_00017.jpg,e5695213c17c3073a7c2c25f817cf98e6d999d6d8c6daee02b7715b8896216d8,38a68ae8c964f14d37992c0ad55b361591c5f1c8019dfc1c2abcf0aa549904db,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.249033+00:00,1280,720,195.0,39.0,1,14.89762365,0.09375,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00017.jpg,True,/content/eyebrow_roi_cache/c8f0f8a77552b27d4b0af9c8fda52385a70f8e955c7ec98d9df713203dd08851.jpg
57d1d42ac2546b82c70bb1de1785ee1d854c840aa87c5c43883f1a2e7ea45a1b,,19,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00019.jpg,Fake/test/fake_test_00019.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00019.jpg,fake/test/fake_test_00019.jpg,4753de9bc933a2a0d5597cb209b0169dc0df8754c79f120eb392163e4fc9b364,ec8b22b53a31c822b27b18b11531a23af657291772bd4dcf599a17405d5cdd89,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.337388+00:00,1280,720,142.0,32.0,1,26.99447688,0.125,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00019.jpg,True,/content/eyebrow_roi_cache/57d1d42ac2546b82c70bb1de1785ee1d854c840aa87c5c43883f1a2e7ea45a1b.jpg
6b4beb27bcb732c301c561d9e20562f76aa3cb01cfbac01ec414b8b9eabf7e1d,,20,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00020.jpg,Fake/test/fake_test_00020.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00020.jpg,fake/test/fake_test_00020.jpg,9633ee62213a9cfb01ddd88a549fddc675460c7d8a17340625a92fd298276137,3fa666abc62c418d612eb5234f97c75ec62c6ad1b74cd25ee3c2e8774d6913a9,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.387011+00:00,704,480,122.0,27.0,1,109.66619553,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00020.jpg,True,/content/eyebrow_roi_cache/6b4beb27bcb732c301c561d9e20562f76aa3cb01cfbac01ec414b8b9eabf7e1d.jpg
cdfd7ac7e8deba7b3817bca6c5e1c2069625f28b12822f540c1516f4028f931c,,24,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00024.jpg,Fake/test/fake_test_00024.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00024.jpg,fake/test/fake_test_00024.jpg,2f270b06c0d6e18c41190f593cbfbca1b479b4e0cfd21b6618430287bb8f9d57,1af88653509b4c04e194f6c4694e5acd8fa87b740f1948e9d6389bfa85fbabc5,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.537256+00:00,1280,720,224.0,66.0,1,23.84374593,0.09375,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00024.jpg,True,/content/eyebrow_roi_cache/cdfd7ac7e8deba7b3817bca6c5e1c2069625f28b12822f540c1516f4028f931c.jpg
212d254267c9f964998fd3fa99e16a71859b6a538f2bd6f399df2dc33395e1d1,,25,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00025.jpg,Fake/test/fake_test_00025.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00025.jpg,fake/test/fake_test_00025.jpg,c8fa24d70754a65300d925f22aaa178f0d5daa1f947a7335ab8e5ccbee3c90ee,cb0ef097477a150795f9acf19ffd737222f4d67d48e0f9b8817683e1d04ee995,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.651308+00:00,854,480,95.0,22.0,1,174.66671917,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00025.jpg,True,/content/eyebrow_roi_cache/212d254267c9f964998fd3fa99e16a71859b6a538f2bd6f399df2dc33395e1d1.jpg
20785d7d3b7c7f25e3abef18f8f077797b8c713878155f364ec81a21ca796125,,26,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00026.jpg,Fake/test/fake_test_00026.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00026.jpg,fake/test/fake_test_00026.jpg,072c8aa2901d2930b818dd48f83d05206dd2086c786608f056ee004007659a83,40d10940ea299c51a5fc9d4d480c2036d0cb465c855b51639e25ad9bcbff2060,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.718742+00:00,854,480,82.0,22.0,1,560.80509283,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00026.jpg,True,/content/eyebrow_roi_cache/20785d7d3b7c7f25e3abef18f8f077797b8c713878155f364ec81a21ca796125.jpg
c12a3bffb8bf29586e35f34ab866f5c4bf53a4569ec3c72ac9de78e3a81c8057,,27,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00027.jpg,Fake/test/fake_test_00027.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00027.jpg,fake/test/fake_test_00027.jpg,8c1b3b82f62509940408e114152f4c40543ec27768f31cff8e2d758b8ad90f29,99c6084eac4c440eeabaa3d853cc8ea88b491c95298771b1ff38e582895a6fe9,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.766478+00:00,1280,720,181.0,43.0,1,35.39650525,0.0625,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00027.jpg,True,/content/eyebrow_roi_cache/c12a3bffb8bf29586e35f34ab866f5c4bf53a4569ec3c72ac9de78e3a81c8057.jpg
16d857213f02725d5db9a65c1f16e93b49449eea69330d0b12d45f0edaef75d1,,29,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00029.jpg,Fake/test/fake_test_00029.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00029.jpg,fake/test/fake_test_00029.jpg,2fab82dbdcfe7c0cee3417311db94468b16df2b80441f3d6e133411cd2108e2a,c38b0e88a9af5f12bb7e3d74a8a08f84d780c0ef2755ad0b44f9df92ffb436c7,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.847714+00:00,1920,1080,187.0,57.0,1,47.43049175,0.03125,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00029.jpg,True,/content/eyebrow_roi_cache/16d857213f02725d5db9a65c1f16e93b49449eea69330d0b12d45f0edaef75d1.jpg
9b0afd240aa7a3fa765dd67ec459fcc34196c459140a1de8f07bf1594a2e9534,,30,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00030.jpg,Fake/test/fake_test_00030.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00030.jpg,fake/test/fake_test_00030.jpg,d93cd93f19f49229cf6e05075772f9b5a0f96410cfc73b374cb1f1d2b2ec8bf2,2b10e2a4e21389b4ed81e02486bb9efb46ee6758e661fc7c52f4fe22b7a8190b,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.913957+00:00,640,480,103.0,24.0,1,155.45606128,0.125,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00030.jpg,True,/content/eyebrow_roi_cache/9b0afd240aa7a3fa765dd67ec459fcc34196c459140a1de8f07bf1594a2e9534.jpg
e2ce8fe0d3306a03c6d3a2bde7c94fadee6e564d87aaed394bfe5bc6f421aeab,,31,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00031.jpg,Fake/test/fake_test_00031.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00031.jpg,fake/test/fake_test_00031.jpg,fc6849d00f57672818d6d6b585df16f3126fd2eaba5bab8c8cc342f60c6da69d,e7afb95a521f80d362b8eab2367c8b95d442ac80711006d03804421995684953,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:16.961685+00:00,640,480,90.0,19.0,1,86.88450771,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00031.jpg,True,/content/eyebrow_roi_cache/e2ce8fe0d3306a03c6d3a2bde7c94fadee6e564d87aaed394bfe5bc6f421aeab.jpg
73dceda7df7f9d3a3c335d9d32ce5ebe34e15359b388cc116fa0e30b5941c13b,,33,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00033.jpg,Fake/test/fake_test_00033.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00033.jpg,fake/test/fake_test_00033.jpg,6c6ba531e7b6e9dd5222b130085f7e0a01c92da7b85b0a5a51a7cefcd406df22,b08ae9214a4cf193dda1fb4580babdab4e8910050ed42de3c5d25ae94cfcb080,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.032851+00:00,1920,1080,256.0,59.0,1,78.30758201,0.03125,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00033.jpg,True,/content/eyebrow_roi_cache/73dceda7df7f9d3a3c335d9d32ce5ebe34e15359b388cc116fa0e30b5941c13b.jpg
34c01fe0c22501080313fc1c018956615ee29a0884a9ae42e3cf41ca06494313,,34,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00034.jpg,Fake/test/fake_test_00034.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00034.jpg,fake/test/fake_test_00034.jpg,1f34528db46c6e14f0d645a9e0cdcec441a26a827bd9b69238a5eaf9d7db9bc9,568e8c21e33fbbc22d67738670b8efbb554e7480c61fe47816b80d39ed01c265,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.109701+00:00,1280,720,145.0,28.0,1,16.91036424,0.03125,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00034.jpg,True,/content/eyebrow_roi_cache/34c01fe0c22501080313fc1c018956615ee29a0884a9ae42e3cf41ca06494313.jpg
faaf51e7380b112d817865b337b77c9fb40f42bcc19e7c0e77235d240cd41fe3,,38,0.0,fake,test,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00038.jpg,Fake/test/fake_test_00038.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00038.jpg,fake/test/fake_test_00038.jpg,ac49d7e145b4c19f35a4a4a74163555f752fe11eae7b6f410cf2d1ebacc77964,ccadf832c33461c8f50f10e44379903eb287eab635393c3e259b537db14b051c,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.247852+00:00,640,480,109.0,41.0,1,37.98015778,0.125,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00038.jpg,True,/content/eyebrow_roi_cache/faaf51e7380b112d817865b337b77c9fb40f42bcc19e7c0e77235d240cd41fe3.jpg
