sample_id,source_video,frame_index,face_index,label,split,status,skip_reason,input_path,input_relative_path,output_path,output_relative_path,input_sha256,output_sha256,run_id,processed_at,input_width,input_height,roi_width,roi_height,face_count,blur_score,eye_landmark_fraction,alignment_applied,alignment_angle_degrees,error_type,error_message
d821cef63eab18cd8933ab045349c5917c0b6ef2e3bc375feaf33aebc5724aba,,32,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00032.jpg,Fake/test/fake_test_00032.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00032.jpg,fake/test/fake_test_00032.jpg,d8fd26af4d7056800c0e3b99edba394dcce54289de9dac0f2e0f3ebeb017c182,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.006758+00:00,656,480,,,1,,,,,,
9c66d4a5ac2fa1b383acb17c602f6ca3f27a391eb45d6316f35c4f641ef6983c,,35,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00035.jpg,Fake/test/fake_test_00035.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00035.jpg,fake/test/fake_test_00035.jpg,dd80a0dff499d9b927564f3cdadeab3da9902b26c372f44dc36f373cad47f2d6,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.165083+00:00,800,480,,,1,,,,,,
615add88df798718f8e876249debf48235bc7358a89414830364a4cacb5f7c65,,36,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00036.jpg,Fake/test/fake_test_00036.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00036.jpg,fake/test/fake_test_00036.jpg,8fc4c713e36e4b80ac4e39591f550b4b42031bca80911ebecf1d80dd1237a96a,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.191397+00:00,1920,1080,,,1,,,,,,
dbd00189d935d68e61b2b2db4d308a6e2851262e6f5be3984e050f9a541e2d77,,37,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00037.jpg,Fake/test/fake_test_00037.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00037.jpg,fake/test/fake_test_00037.jpg,9ab2fb6c00b47e0eda607e10c41031c628e3dab0a198ef5199464df1f5b3dd9e,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.222498+00:00,600,480,,,1,,,,,,
6509787300add7587767462bc4e97bc1b606ceb5ecd663c726b026b1b3c2f38e,,39,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00039.jpg,Fake/test/fake_test_00039.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00039.jpg,fake/test/fake_test_00039.jpg,7ba4d8f5247333dbe06c258751e91bc26c50bbe05bf1556a3f53c6fd86309ea2,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.298462+00:00,1280,720,,,1,,,,,,
f9af778b541c030cf4e48baf0dab156652d46d87ba85444d019fb49dad4a829c,,42,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00042.jpg,Fake/test/fake_test_00042.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00042.jpg,fake/test/fake_test_00042.jpg,9cd3cca0d36c2808b4beefed4644673aae40cdb68229ba0627ed6df9bf1930bb,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.442255+00:00,1920,1080,,,1,,,,,,
dc7e2c3dd2fcb657ce99752764429a7f893850a0534816c151adb77932e52c24,,45,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00045.jpg,Fake/test/fake_test_00045.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00045.jpg,fake/test/fake_test_00045.jpg,1769af1d11198a0b789bb2de91ec7a99b63387c0728ed3ddfce68a09c5dc599d,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.596090+00:00,1280,720,,,1,,,,,,
7d4ce2b152f0a08bed7264a2b218631530530e41d7c8a6d9a953ed0dc0c9dc2f,,46,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00046.jpg,Fake/test/fake_test_00046.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00046.jpg,fake/test/fake_test_00046.jpg,17dc335c0069d8b34dafd621cb73903ca8ca7453ef2b8c28b5ee0220d2ade5c9,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.622864+00:00,1280,720,,,1,,,,,,
7fb06a744214aa0a387a27d7c7c7e6e610644105ee274e4c2d9e0fdcc2bfc426,,47,,fake,test,skipped,multiple_faces_detected:2,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00047.jpg,Fake/test/fake_test_00047.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00047.jpg,fake/test/fake_test_00047.jpg,3b077a5afe8b4fcc6a9b13e1aceb9721224bf7251b689f86d221414a3c13be5f,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.652992+00:00,1920,1080,,,2,,,,,,
0011b62e668322f87fcf98d7bbaeb260841fbca168eebc62a23e21def794f7e3,,52,,fake,test,skipped,face_not_found,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00052.jpg,Fake/test/fake_test_00052.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00052.jpg,fake/test/fake_test_00052.jpg,4f850c1e76f5df146032c5e0bcfcfb72ba6ba7c9d0243fd705caba082ca485bc,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:17.980763+00:00,1920,1080,,,0,,,,,,
a8f9f979f142f140d9f38b0efbfbeab68f0ba05171515a0b6a75f889b69fe8b4,,54,,fake,test,skipped,multiple_faces_detected:2,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00054.jpg,Fake/test/fake_test_00054.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00054.jpg,fake/test/fake_test_00054.jpg,4e280038b03370149068748ab3fee040a6d9e2c08812a8c75fd417f7a6bc775a,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.063308+00:00,1280,720,,,2,,,,,,
3fb1bdcbf9969e721399f60b367e938f7d8fb4845593cfbcd2f67b4f2a6296af,,55,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00055.jpg,Fake/test/fake_test_00055.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00055.jpg,fake/test/fake_test_00055.jpg,3b2e5d06179f65e75f6d023eeebfaa8a154f64566c156a6da47f55754f3977c5,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.104137+00:00,1920,1080,,,1,,,,,,
c08e3fae98bea7c0e28e30485ff6ed93e79273324e9981081441ca443c4af47f,,59,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00059.jpg,Fake/test/fake_test_00059.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00059.jpg,fake/test/fake_test_00059.jpg,46f08a1a9b28865b44fe46cd4115d9a136194732b6ffc8413b2e53a9c2302543,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.290184+00:00,1920,1080,,,1,,,,,,
3cb83da3036baf6e6281b54b974423e2bed436646cd0847f5de85ce8c8b9b749,,60,0.0,fake,test,skipped,too_much_eye_inside_roi:0.3125,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00060.jpg,Fake/test/fake_test_00060.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00060.jpg,fake/test/fake_test_00060.jpg,7d7c956858782ad6397c2035ff7f636f31bb6f3e50ce3e4c417ad0058a61c9f4,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.332030+00:00,1280,720,,,1,,,,,,
bd4e8e2db4d795bda9d4ae6471d43f25967fd450212426c2679c823aecf071d2,,62,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00062.jpg,Fake/test/fake_test_00062.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00062.jpg,fake/test/fake_test_00062.jpg,b587803dffd0132e07ecbfede0f9236232b8709d9bc826a11caf48a1f3fa8b89,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.440071+00:00,1280,720,,,1,,,,,,
5bec0980762ba2da755f42cdbb34229d1d15ee1adadb30c539bc832d63fba1ca,,63,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00063.jpg,Fake/test/fake_test_00063.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00063.jpg,fake/test/fake_test_00063.jpg,4be50cc797193289ee60cb594b0d040233814f404ac611bfdab868e806613683,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.471418+00:00,640,480,,,1,,,,,,
827eac9d0ae56015e8ead09e6a6859843c29bdaf39661dd506fceecbe02d4a5e,,65,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00065.jpg,Fake/test/fake_test_00065.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00065.jpg,fake/test/fake_test_00065.jpg,eeb2d5fa7464665c4e64c99087e944da52d970fcd25a20f3c03fce088dbb3912,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.551670+00:00,704,480,,,1,,,,,,
b3bdd2179177b9011ae9c02a2c0dc179adaed7525776df18dc7f5f8cf707535c,,66,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00066.jpg,Fake/test/fake_test_00066.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00066.jpg,fake/test/fake_test_00066.jpg,18398465eca36a522ec99a3d4bb7d550f7f5d532d723d66a7518850bd41ec168,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.580376+00:00,704,480,,,1,,,,,,
0a4f5a10e77f896232432ed9b8f8469b8c633a42fca5a050a8e8d72309c890f1,,67,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00067.jpg,Fake/test/fake_test_00067.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00067.jpg,fake/test/fake_test_00067.jpg,823558fc7c864efcef5104e13246f28b86ad6de0d19d5f8f81fd73f493b26fed,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.607231+00:00,1920,1080,,,1,,,,,,
ade02fe87acffa17c0a6eac7c7f783e16b31ccbd0251a7da9461dd597b380d96,,69,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00069.jpg,Fake/test/fake_test_00069.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00069.jpg,fake/test/fake_test_00069.jpg,106fb8ff647ff5f64a09765009132dee58ab1a29c97e331958247f7b374db4cf,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.695748+00:00,854,480,,,1,,,,,,
fa2e829884d06c2811babd7c40b30487884ab8b0d05d7537a179ae2f2cb5e7f3,,70,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00070.jpg,Fake/test/fake_test_00070.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00070.jpg,fake/test/fake_test_00070.jpg,d03dbe5aaf638ed727674b6e64ad73e29833714949212c17db9739cb0f6aab30,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.722280+00:00,1280,720,,,1,,,,,,
5f1eeaac6ed2ab074d7ad960248cedcb596d07bdb21d0fae5beb2ee4c9a70d53,,71,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00071.jpg,Fake/test/fake_test_00071.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00071.jpg,fake/test/fake_test_00071.jpg,3aa732436e9659eedc669030507944147876c47666616bf674e51c3eec91e882,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.754296+00:00,1920,1080,,,1,,,,,,
8e50a55a75d739bce5b179195480517274519971827a1b5a3fdb6801d7532ad3,,72,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00072.jpg,Fake/test/fake_test_00072.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00072.jpg,fake/test/fake_test_00072.jpg,fb7cb6991796de15acbea2eaa4891fc06e30f9769ca1a52686fc84376e7cb05d,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.799135+00:00,640,480,,,1,,,,,,
36187b1e2ba454b74155f93e4a31043fa9a015782045393da8504672d4f4e810,,74,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00074.jpg,Fake/test/fake_test_00074.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00074.jpg,fake/test/fake_test_00074.jpg,8d668aff3d5ebd3eccad80d35e36f50e744fcfda83867bde9511597a1760af79,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:18.893804+00:00,1920,1080,,,1,,,,,,
678cda575d8e46ade6828daad4a7f8ddbdb9d447ee5dd803d5f5bacebbe8dd99,,75,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00075.jpg,Fake/test/fake_test_00075.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00075.jpg,fake/test/fake_test_00075.jpg,1e96a9482169ca83c2ddfdc80d3a9579e5071dcb5734730ac1112b9149e3edce,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:19.012703+00:00,1920,1080,,,1,,,,,,
23c8cd9447af30427c12eb6de1b41ff23c1e6d0124f32180a99cf63a23aac259,,81,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00081.jpg,Fake/test/fake_test_00081.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00081.jpg,fake/test/fake_test_00081.jpg,93f16adfb46756fc033df1efec8d98e04580c1ba35730750e4663a71af465436,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:19.299435+00:00,656,480,,,1,,,,,,
12898f054d6c1585118aa8b0e49fb8cefcb3271e460b9af20501d16fbb6de7bb,,87,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00087.jpg,Fake/test/fake_test_00087.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00087.jpg,fake/test/fake_test_00087.jpg,db658d0c3820c2a85ef806af962f3d95d126e9d45a5cd2d076cc48f3f78b938d,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:19.640719+00:00,600,480,,,1,,,,,,
d4139dfcdf12e2424df6ddaffbab37ad4b084a556edc30b206ea0d826595fa8f,,92,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00092.jpg,Fake/test/fake_test_00092.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00092.jpg,fake/test/fake_test_00092.jpg,fe947be0ad09188e28101c05e1c821e1c7b572e8d6e0e01bb4eb402e86058eac,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:19.918568+00:00,640,480,,,1,,,,,,
5ebfd1f6f75e54739f4a7e542bb124cf6941a383dfb85bfec29f8ec2bac5a3fb,,96,0.0,fake,test,skipped,insufficient_space_below_eyebrows,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/test/fake_test_00096.jpg,Fake/test/fake_test_00096.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00096.jpg,fake/test/fake_test_00096.jpg,6c0baefc4ed71acec9385787c54d12fe3e62e5e6cd20e03262709a555db27649,,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:29:20.087187+00:00,854,480,,,1,,,,,,
