path,class_name,label,split,video_id
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00175.jpg,real,0,train,real_train_00175
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00177.jpg,real,0,train,real_train_00177
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00179.jpg,real,0,train,real_train_00179
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00181.jpg,real,0,train,real_train_00181
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00184.jpg,real,0,train,real_train_00184
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00185.jpg,real,0,train,real_train_00185
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00186.jpg,real,0,train,real_train_00186
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00188.jpg,real,0,train,real_train_00188
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00190.jpg,real,0,train,real_train_00190
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00192.jpg,real,0,train,real_train_00192
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00193.jpg,real,0,train,real_train_00193
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00194.jpg,real,0,train,real_train_00194
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00195.jpg,real,0,train,real_train_00195
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00199.jpg,real,0,train,real_train_00199
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00201.jpg,real,0,train,real_train_00201
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00202.jpg,real,0,train,real_train_00202
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00203.jpg,real,0,train,real_train_00203
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00205.jpg,real,0,train,real_train_00205
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00206.jpg,real,0,train,real_train_00206
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00207.jpg,real,0,train,real_train_00207
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00209.jpg,real,0,train,real_train_00209
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00210.jpg,real,0,train,real_train_00210
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00211.jpg,real,0,train,real_train_00211
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00212.jpg,real,0,train,real_train_00212
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00213.jpg,real,0,train,real_train_00213
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00214.jpg,real,0,train,real_train_00214
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00216.jpg,real,0,train,real_train_00216
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00217.jpg,real,0,train,real_train_00217
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00218.jpg,real,0,train,real_train_00218
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00220.jpg,real,0,train,real_train_00220
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00221.jpg,real,0,train,real_train_00221
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00223.jpg,real,0,train,real_train_00223
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00224.jpg,real,0,train,real_train_00224
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00225.jpg,real,0,train,real_train_00225
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00226.jpg,real,0,train,real_train_00226
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00229.jpg,real,0,train,real_train_00229
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00230.jpg,real,0,train,real_train_00230
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00231.jpg,real,0,train,real_train_00231
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00232.jpg,real,0,train,real_train_00232
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00233.jpg,real,0,train,real_train_00233
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00234.jpg,real,0,train,real_train_00234
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00235.jpg,real,0,train,real_train_00235
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00236.jpg,real,0,train,real_train_00236
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00238.jpg,real,0,train,real_train_00238
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00239.jpg,real,0,train,real_train_00239
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00241.jpg,real,0,train,real_train_00241
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00242.jpg,real,0,train,real_train_00242
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00243.jpg,real,0,train,real_train_00243
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00244.jpg,real,0,train,real_train_00244
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00245.jpg,real,0,train,real_train_00245
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00246.jpg,real,0,train,real_train_00246
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00247.jpg,real,0,train,real_train_00247
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00248.jpg,real,0,train,real_train_00248
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00250.jpg,real,0,train,real_train_00250
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00252.jpg,real,0,train,real_train_00252
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00254.jpg,real,0,train,real_train_00254
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00257.jpg,real,0,train,real_train_00257
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00258.jpg,real,0,train,real_train_00258
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00260.jpg,real,0,train,real_train_00260
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00261.jpg,real,0,train,real_train_00261
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/real/train/real_train_00264.jpg,real,0,train,real_train_00264
