sample_id,source_video,frame_index,face_index,roi_state,label,split,status,skip_reason,sha256,output_path,run_id,training_run_id,original_path,selected_frame_name
ad04f61e4f11442146c5680bc62d2f4cec5a23becac799100521cbd01e678b50,DeepFakeDetection_15_02__kitchen_still__HTG660F8,25,0,not_applicable_eyebrow,fake,test,SKIPPED,insufficient_space_below_eyebrows,64bbee451aea2e51c6f95c7c8c309997cbd39f881df93b787a5aceea97f3be89,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00010.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_15_02__kitchen_still__HTG660F8/frame_000025.jpg,fake_test_00010.jpg
e5c8412a6dd93e81e6f6e3a7364f99ce77e5001b4f7ea97a7a583e88fbca2d2e,Face2Face_475_265,26,0,not_applicable_eyebrow,fake,test,SUCCESS,,99db14f05476ede837aa2cbebe206eaf1f28e741ecdff41eb8c5c9dacfe840c2,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00011.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/Face2Face_475_265/frame_000026.jpg,fake_test_00011.jpg
18e98a65464c58d68e4089add809a557d5d0b2fc3215846446a8dabfd82774e1,NeuralTextures_523_541,14,0,not_applicable_eyebrow,fake,test,SKIPPED,insufficient_space_below_eyebrows,a52a460695c782617a5a4fc2e62954a997c982ead0d19db1d75af9e12da249bf,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00012.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/NeuralTextures_523_541/frame_000014.jpg,fake_test_00012.jpg
b0bce1e2771859ea975026f5767b3c7d26de148794a062214fb0a0d31d79f285,FaceSwap_076_079,8,0,not_applicable_eyebrow,fake,test,SUCCESS,,71b695ec8b56c04a8d4ee842d34087bc805a70b1e2198625fbc0ec2f4ea8d269,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00013.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/FaceSwap_076_079/frame_000008.jpg,fake_test_00013.jpg
d31484d99db8bcf4100352e21fcffec9deb23cfeffba8a270b74c2f78f893cdf,Deepfakes_246_258,12,0,not_applicable_eyebrow,fake,test,SUCCESS,,a1a8548b787ff04da1316995478c3c7b2ff52915f842f338716707e241bdac50,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00014.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/Deepfakes_246_258/frame_000012.jpg,fake_test_00014.jpg
9910a4c8f40c2285f2328247e307808aca60aefd902d46740561f0cc7fd00572,Deepfakes_264_271,0,0,not_applicable_eyebrow,fake,test,SUCCESS,,4763a82d9a73e12bff02b0066d2208f817d61e03c8d46c33906765e9135d981a,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00015.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/Deepfakes_264_271/frame_000000.jpg,fake_test_00015.jpg
c58dd28260a84dec73449dc63907be5b7b623abd0946eb965a1b75146d56541e,FaceShifter_589_565,13,0,not_applicable_eyebrow,fake,test,SUCCESS,,cbca33b40cd09064dc21a5179fbc36c2d80b8fdeb117868324f3a0b2823839fa,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00016.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/FaceShifter_589_565/frame_000013.jpg,fake_test_00016.jpg
c8f0f8a77552b27d4b0af9c8fda52385a70f8e955c7ec98d9df713203dd08851,Face2Face_594_530,17,0,not_applicable_eyebrow,fake,test,SUCCESS,,38a68ae8c964f14d37992c0ad55b361591c5f1c8019dfc1c2abcf0aa549904db,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00017.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/Face2Face_594_530/frame_000017.jpg,fake_test_00017.jpg
096417db347dd563cd9d1df5648c8e5ee230e26e3342f1f86e188109be23182d,NeuralTextures_379_158,0,0,not_applicable_eyebrow,fake,test,SKIPPED,roi_height_too_small:13,648e9b6b0b72f45bbfa49032f224c0f66a1d59d8c57e99e7fa8141f87706b550,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00018.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/NeuralTextures_379_158/frame_000000.jpg,fake_test_00018.jpg
57d1d42ac2546b82c70bb1de1785ee1d854c840aa87c5c43883f1a2e7ea45a1b,NeuralTextures_332_051,8,0,not_applicable_eyebrow,fake,test,SUCCESS,,ec8b22b53a31c822b27b18b11531a23af657291772bd4dcf599a17405d5cdd89,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00019.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/NeuralTextures_332_051/frame_000008.jpg,fake_test_00019.jpg
6b4beb27bcb732c301c561d9e20562f76aa3cb01cfbac01ec414b8b9eabf7e1d,NeuralTextures_791_770,6,0,not_applicable_eyebrow,fake,test,SUCCESS,,3fa666abc62c418d612eb5234f97c75ec62c6ad1b74cd25ee3c2e8774d6913a9,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00020.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/NeuralTextures_791_770/frame_000006.jpg,fake_test_00020.jpg
b99c50b7e0607be59d580ff0f417efe8caa5d8bceb2b2934a9bb0e82a14d96bf,DeepFakeDetection_02_12__walking_and_outside_surprised__9D2ZHEKW,30,0,not_applicable_eyebrow,fake,test,SKIPPED,multiple_faces_detected:2,aad39e28d55de1d25b9cd373b1519c6ba4cd100ba1d737536276fe2bce4845a3,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00021.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_02_12__walking_and_outside_surprised__9D2ZHEKW/frame_000030.jpg,fake_test_00021.jpg
b07f4433a0581d2007ae518fb5c7ef83ef6d225bce0e146fa61111a2593e07da,DeepFakeDetection_01_04__hugging_happy__GBC7ZGDP,9,0,not_applicable_eyebrow,fake,test,SKIPPED,face_not_found,2e2ef0dd744122a45b1f069eed72a6cad3535f087a7d1291242ff15f79afa255,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00022.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_01_04__hugging_happy__GBC7ZGDP/frame_000009.jpg,fake_test_00022.jpg
8db1fc6d4309e73ca00f217b9069c2378746adc19a261a6a13df4bf779714bd8,Deepfakes_912_927,17,0,not_applicable_eyebrow,fake,test,SKIPPED,insufficient_space_below_eyebrows,73aadff11e59da150217df698f5f5316e1285a3fc759f53e330c361864be7869,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00023.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/Deepfakes_912_927/frame_000017.jpg,fake_test_00023.jpg
cdfd7ac7e8deba7b3817bca6c5e1c2069625f28b12822f540c1516f4028f931c,FaceShifter_256_146,4,0,not_applicable_eyebrow,fake,test,SUCCESS,,1af88653509b4c04e194f6c4694e5acd8fa87b740f1948e9d6389bfa85fbabc5,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00024.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/FaceShifter_256_146/frame_000004.jpg,fake_test_00024.jpg
212d254267c9f964998fd3fa99e16a71859b6a538f2bd6f399df2dc33395e1d1,Deepfakes_644_657,22,0,not_applicable_eyebrow,fake,test,SUCCESS,,cb0ef097477a150795f9acf19ffd737222f4d67d48e0f9b8817683e1d04ee995,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00025.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/Deepfakes_644_657/frame_000022.jpg,fake_test_00025.jpg
20785d7d3b7c7f25e3abef18f8f077797b8c713878155f364ec81a21ca796125,Deepfakes_264_271,1,0,not_applicable_eyebrow,fake,test,SUCCESS,,40d10940ea299c51a5fc9d4d480c2036d0cb465c855b51639e25ad9bcbff2060,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00026.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/Deepfakes_264_271/frame_000001.jpg,fake_test_00026.jpg
c12a3bffb8bf29586e35f34ab866f5c4bf53a4569ec3c72ac9de78e3a81c8057,FaceSwap_451_449,1,0,not_applicable_eyebrow,fake,test,SUCCESS,,99c6084eac4c440eeabaa3d853cc8ea88b491c95298771b1ff38e582895a6fe9,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00027.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/FaceSwap_451_449/frame_000001.jpg,fake_test_00027.jpg
7ca70b4f362f7361cac897c369856d104731a87f7658675c60d1e8ace6ce88e2,DeepFakeDetection_26_20__talking_angry_couch__2VS0S1P5,76,0,not_applicable_eyebrow,fake,test,SKIPPED,face_not_found,e0c8c4e373d8c6deac335ab1927a0f73f36bdbff402e435f67c56383ca75a236,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00028.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_26_20__talking_angry_couch__2VS0S1P5/frame_000076.jpg,fake_test_00028.jpg
16d857213f02725d5db9a65c1f16e93b49449eea69330d0b12d45f0edaef75d1,DeepFakeDetection_06_27__talking_angry_couch__JOG5PB18,46,0,not_applicable_eyebrow,fake,test,SUCCESS,,c38b0e88a9af5f12bb7e3d74a8a08f84d780c0ef2755ad0b44f9df92ffb436c7,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00029.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_06_27__talking_angry_couch__JOG5PB18/frame_000046.jpg,fake_test_00029.jpg
9b0afd240aa7a3fa765dd67ec459fcc34196c459140a1de8f07bf1594a2e9534,FaceShifter_589_565,5,0,not_applicable_eyebrow,fake,test,SUCCESS,,2b10e2a4e21389b4ed81e02486bb9efb46ee6758e661fc7c52f4fe22b7a8190b,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00030.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/FaceShifter_589_565/frame_000005.jpg,fake_test_00030.jpg
e2ce8fe0d3306a03c6d3a2bde7c94fadee6e564d87aaed394bfe5bc6f421aeab,Face2Face_940_941,27,0,not_applicable_eyebrow,fake,test,SUCCESS,,e7afb95a521f80d362b8eab2367c8b95d442ac80711006d03804421995684953,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00031.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/Face2Face_940_941/frame_000027.jpg,fake_test_00031.jpg
d821cef63eab18cd8933ab045349c5917c0b6ef2e3bc375feaf33aebc5724aba,FaceSwap_720_672,5,0,not_applicable_eyebrow,fake,test,SKIPPED,insufficient_space_below_eyebrows,d8fd26af4d7056800c0e3b99edba394dcce54289de9dac0f2e0f3ebeb017c182,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00032.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/FaceSwap_720_672/frame_000005.jpg,fake_test_00032.jpg
73dceda7df7f9d3a3c335d9d32ce5ebe34e15359b388cc116fa0e30b5941c13b,FaceSwap_750_743,12,0,not_applicable_eyebrow,fake,test,SUCCESS,,b08ae9214a4cf193dda1fb4580babdab4e8910050ed42de3c5d25ae94cfcb080,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00033.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/FaceSwap_750_743/frame_000012.jpg,fake_test_00033.jpg
34c01fe0c22501080313fc1c018956615ee29a0884a9ae42e3cf41ca06494313,FaceShifter_433_498,29,0,not_applicable_eyebrow,fake,test,SUCCESS,,568e8c21e33fbbc22d67738670b8efbb554e7480c61fe47816b80d39ed01c265,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00034.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/FaceShifter_433_498/frame_000029.jpg,fake_test_00034.jpg
9c66d4a5ac2fa1b383acb17c602f6ca3f27a391eb45d6316f35c4f641ef6983c,Face2Face_850_764,4,0,not_applicable_eyebrow,fake,test,SKIPPED,insufficient_space_below_eyebrows,dd80a0dff499d9b927564f3cdadeab3da9902b26c372f44dc36f373cad47f2d6,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00035.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/Face2Face_850_764/frame_000004.jpg,fake_test_00035.jpg
615add88df798718f8e876249debf48235bc7358a89414830364a4cacb5f7c65,DeepFakeDetection_21_14__kitchen_still__IRKML4J0,6,0,not_applicable_eyebrow,fake,test,SKIPPED,insufficient_space_below_eyebrows,8fc4c713e36e4b80ac4e39591f550b4b42031bca80911ebecf1d80dd1237a96a,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00036.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_21_14__kitchen_still__IRKML4J0/frame_000006.jpg,fake_test_00036.jpg
dbd00189d935d68e61b2b2db4d308a6e2851262e6f5be3984e050f9a541e2d77,Deepfakes_261_254,29,0,not_applicable_eyebrow,fake,test,SKIPPED,insufficient_space_below_eyebrows,9ab2fb6c00b47e0eda607e10c41031c628e3dab0a198ef5199464df1f5b3dd9e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00037.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/Deepfakes_261_254/frame_000029.jpg,fake_test_00037.jpg
faaf51e7380b112d817865b337b77c9fb40f42bcc19e7c0e77235d240cd41fe3,Deepfakes_438_434,8,0,not_applicable_eyebrow,fake,test,SUCCESS,,ccadf832c33461c8f50f10e44379903eb287eab635393c3e259b537db14b051c,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00038.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/Deepfakes_438_434/frame_000008.jpg,fake_test_00038.jpg
6509787300add7587767462bc4e97bc1b606ceb5ecd663c726b026b1b3c2f38e,FaceShifter_255_214,15,0,not_applicable_eyebrow,fake,test,SKIPPED,insufficient_space_below_eyebrows,7ba4d8f5247333dbe06c258751e91bc26c50bbe05bf1556a3f53c6fd86309ea2,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/test/fake_test_00039.jpg,20260806_142915_eyebrow_roi_seed42_b775dfb93f,20260807_0948_eyebrow_hog_lbp_svm_seed42,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/FaceShifter_255_214/frame_000015.jpg,fake_test_00039.jpg
