file_name,label,source_video,source_group,split_group,original_split,split,sha256,orijinal_yol
real_train_00025.jpg,real,392,real_video::392,component::20ea230a4cc01bd0,train,test,9c2c8eaa9315025898549c05bb1cb5aba8f13ac8ad9ccbba45d8c25d3a1b18f9,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/392/frame_000051.jpg
real_train_00027.jpg,real,325,real_video::325,component::ea122749a800d131,train,train,4e622be247dea01b7dce1acc0de5dcd55e02490873b80b08a3d24a72b69386b7,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/325/frame_000038.jpg
real_train_00028.jpg,real,463,real_video::463,component::941188d84ff9e998,train,train,40b8f9c7d41c6b86f3ab14aff8b84adcbfc7d96556bd72ac7f3524dcae6c007d,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/463/frame_000017.jpg
real_train_00029.jpg,real,318,real_video::318,component::61a88ac8743ddb5c,train,train,bcc533b33b88573a3053654835f7cf65d1778f56bf9838771388b4bcec8696cb,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/318/frame_000027.jpg
real_train_00031.jpg,real,012,real_video::012,component::03bcd0f457492622,train,val,a197691e8983e0063c828585beb4b8d7515029cb6146af5ced3c54efe2d11882,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/012/frame_000013.jpg
real_train_00035.jpg,real,609,real_video::609,component::201feaee373bc382,train,test,0f42d7c463c23bbd0622ff6eabf3e1bbdc2dda3095d7eba8ece05fda9d70404e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/609/frame_000011.jpg
real_train_00036.jpg,real,430,real_video::430,component::9bfdc8205d9adb05,train,train,80b763194646a394dc6c8628087f9d87452d35dbddb8e16015f62720f4338bdc,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/430/frame_000010.jpg
real_train_00037.jpg,real,795,real_video::795,component::046814369d077d52,train,train,c1d9f7204c04405e7f4a3bdcca35a8a4c40ef326e5af6e7c5064b4f9c63c88a6,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/795/frame_000026.jpg
real_train_00040.jpg,real,579,real_video::579,component::34c034c3b4240766,train,train,e99796f6cfb8faf28b2d21cf6e3afb2d06f71fbbc56a0dcede338877d39d158e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/579/frame_000009.jpg
real_train_00042.jpg,real,125,real_video::125,component::22d3c7c6b25eed98,train,test,4eef30b39b7521f7ea4c6bac027bbfdd2556f83b03fafec837fe18892623e165,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/125/frame_000020.jpg
real_train_00043.jpg,real,391,real_video::391,component::45ee6f744eb8119e,train,train,8a2df7ca299e823abb98b375493937e31c4d91241e11d30d15e3dc4d154e1ab6,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/391/frame_000002.jpg
real_train_00044.jpg,real,236,real_video::236,component::c9dbb35ee83986a9,train,train,9fff9a7b240308a8d5384d5bdbdd9a753e85556cb96615449bcce4a16c58085f,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/236/frame_000004.jpg
real_train_00045.jpg,real,091,real_video::091,component::3cd6355ae613ff63,train,train,d8e9c7b7e8929300f9016b38da3fb71a99b40d935e3754d23c108a7f17aa7258,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/091/frame_000006.jpg
real_train_00046.jpg,real,493,real_video::493,component::99dc96c96eef0291,train,train,e28ca748ff6f11c57f1cfb48e71da3be43ccac2c3c798d23cfa85aa518223f67,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/493/frame_000004.jpg
real_train_00047.jpg,real,593,real_video::593,component::f0a90e1d6e51e86f,train,train,717258607f8a1a53037c8f00c6193dcb28e2406d56e0e6fb1cc87af41f370119,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/593/frame_000025.jpg
real_train_00048.jpg,real,752,real_video::752,component::f0f984bb45db5d6f,train,train,9e6b3a0e13211f8090b26be0eb8bfb53a6c378e1173e63a2e1c702dd399ac521,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/752/frame_000043.jpg
real_train_00050.jpg,real,486,real_video::486,component::909995786d131da1,train,train,68bce04962567d97474118efdbd52a35101372aaf5517abad829b2cf047b981e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/486/frame_000029.jpg
real_train_00051.jpg,real,403,real_video::403,component::b8f02b2ab6c36afc,train,train,0087e1ec9a4915014d1a4ce2370f079867f8c6892d9e34d22ea715b399e72bef,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/403/frame_000010.jpg
real_train_00056.jpg,real,596,real_video::596,component::143230b8d0465ca9,train,train,5253e1bf4f55dd56498a2b24182dec14ebaaeb42ab4ffafb040f7b78e0147f0c,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/596/frame_000015.jpg
real_train_00059.jpg,real,054,real_video::054,component::6233be08f4f181be,train,val,5e3ba99ce37af13c33be32a2649f752659900143166e62d8e56d9ce836f6cc05,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/054/frame_000009.jpg
real_train_00060.jpg,real,989,real_video::989,component::b21231d4101b8414,train,test,3610dab7585bd8271ac39b3838126228be44add82cd4057b25734df037f26a8c,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/989/frame_000000.jpg
real_train_00061.jpg,real,609,real_video::609,component::201feaee373bc382,train,test,a7879ce266f6763ed87a887b9a94da11c3d71ad4cba60c2ce3298f5ae6acd761,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/609/frame_000009.jpg
real_train_00062.jpg,real,283,real_video::283,component::090af0697cff5f7e,train,train,87dde2b89bbb27c9c7c1320f7374caa62007e6a0f972025838966f30034ded8e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/283/frame_000023.jpg
real_train_00063.jpg,real,519,real_video::519,component::3b9ff39b8423a9d2,train,train,c02f3682f05d70c2ebc62a00f26d7b722c4765d1e5ffbddfad1adde2884f0ccb,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/519/frame_000008.jpg
real_train_00065.jpg,real,987,real_video::987,component::d1506b92ffed0bd4,train,train,3356214fd0b75aefccaa461fd42a6503cde60dcaa3a15533b259762ac772a76a,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/987/frame_000017.jpg
real_train_00066.jpg,real,780,real_video::780,component::02e4a417a1c6f9da,train,test,63b039175cb78051e461e6d231c24e64ee2440eab8faf2a835e25699b9e906cf,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/780/frame_000020.jpg
real_train_00069.jpg,real,859,real_video::859,component::ca37c26620465636,train,train,27f7e7e03445a9b0146c5c8bb9fd84a8e344ed2400856610414a839849e4fea6,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/859/frame_000008.jpg
real_train_00071.jpg,real,107,real_video::107,component::b93329b63afbe0c4,train,train,44c3f7587c63089b98ac11bc012b6ca92d816e01837d3d4e6be1be0db01a34f6,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/107/frame_000001.jpg
real_train_00072.jpg,real,012,real_video::012,component::03bcd0f457492622,train,val,6babade7bc2d317f961a4696d882bcd1527f22fb561c9363f2f7f8e0f730846a,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/012/frame_000002.jpg
real_train_00076.jpg,real,590,real_video::590,component::51784677858f6f3e,train,train,6e8298dcaf0594f5fbc1cf7fde81898835546b2d8dce014656bd93963709e36c,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/590/frame_000009.jpg
real_train_00077.jpg,real,231,real_video::231,component::d7fd15e64e499780,train,train,9f6453cf566179ec019d74b464fb91fe5ce111ac8f27b9c61a18f559fcaae52e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/231/frame_000023.jpg
real_train_00078.jpg,real,578,real_video::578,component::2192771a302dc9ce,train,val,5878e7a056e2e2cf940624697f84a9ef490f95f713465a2fc6b190c45f30924d,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/578/frame_000017.jpg
real_train_00082.jpg,real,573,real_video::573,component::f451fa01c33224da,train,train,b0f30e279bee69362f8eab9126e9def1317f317be78cf9c04331baaeb852738b,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/573/frame_000013.jpg
real_train_00083.jpg,real,769,real_video::769,component::d8805c95e4543a34,train,train,37d8d36afe124c583a7d424ea463c6cb4d52ef0b7a518013ecf3d31a3ba1d5e6,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/769/frame_000016.jpg
real_train_00085.jpg,real,959,real_video::959,component::cdcebb1deeae2e6c,train,train,e815bc1c64da682732c83fab7ac36a9be9d8ad3b2a21f66af82e211fb74b0dec,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/959/frame_000005.jpg
real_train_00086.jpg,real,477,real_video::477,component::c4c50cf91876abd0,train,train,c4e078c2a2455db2c9ab5e4f2b3988a29079584fb689fe0f48ece7179eb2c688,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/477/frame_000012.jpg
real_train_00088.jpg,real,625,real_video::625,component::1e053444d58d9795,train,test,abc83110b67f4302261914b73b71a4d5a6e6cf5ec45fed0c3e2c3b8bcbe79f1c,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/625/frame_000012.jpg
real_train_00089.jpg,real,393,real_video::393,component::9536af0f90d73a20,train,train,f7eaf367ccb9b78e963cf8e403cd07e5edf1db3498514154612a1d6e1bf12f29,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/393/frame_000000.jpg
real_train_00090.jpg,real,749,real_video::749,component::d2504a2b10cdcff2,train,train,62504edc8e59f577602869b1f5b94c848deccb47dcd2575d44faedd2f7293670,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/749/frame_000009.jpg
real_train_00092.jpg,real,626,real_video::626,component::e9baf0add0fe8107,train,train,838235f30a43ba4b68a78fae81a90aa8b87d013a3482b4e399ba40bc76f837af,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/626/frame_000025.jpg
real_train_00093.jpg,real,279,real_video::279,component::229c54c7225329e5,train,train,4ffada32ea6d9b35368cbab3279656b401b47673c933979c356d606e08a11daa,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/279/frame_000004.jpg
real_train_00096.jpg,real,244,real_video::244,component::65c346b02c1b4588,train,train,163e09d8dd1078d7c2ae82e9a849f64891f7736be5be12101ca872d79ab3b218,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/244/frame_000015.jpg
real_train_00099.jpg,real,783,real_video::783,component::4fc971cced193b9a,train,train,33fc259b7e5141b173b8ce15dfeb1ec8600ac506ad8d725bd63afc36b40fc6bc,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/783/frame_000006.jpg
real_train_00100.jpg,real,512,real_video::512,component::e67a3b0dd5edeb62,train,test,25bd41c4118a71a84f445b5083b45c264b12dbc9f69fd1d588412f1d96c7a33e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/512/frame_000014.jpg
real_train_00104.jpg,real,554,real_video::554,component::0a5469dc6629eb93,train,train,52f99ed4942fc62d175349aecbc86d5f4ee9b138e60c0eda27ec01339817ec5a,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/554/frame_000006.jpg
real_train_00105.jpg,real,316,real_video::316,component::3e1f706e4eaa5aa0,train,train,da8289c5ac485dbc026a45aa1804b1896ebfff0ed0dfd87b6c05440c30cb5725,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/316/frame_000009.jpg
real_train_00107.jpg,real,107,real_video::107,component::b93329b63afbe0c4,train,train,12a66a822ba9ff9404fd5baf7816b24fcb52dd7882a65184b2a1c80356a34286,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/107/frame_000017.jpg
real_train_00108.jpg,real,091,real_video::091,component::3cd6355ae613ff63,train,train,fa373746dfe799f7522e4c680a7012124bfd44c9904fd63f6d50dfddaca2e6df,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/091/frame_000025.jpg
real_train_00110.jpg,real,299,real_video::299,component::c5cd4f1486c4a011,train,val,b6e8d0bea124b35d6830f45523f9504114e2d011ba1bf789ea7ea7c3b6d8673e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/299/frame_000005.jpg
real_train_00112.jpg,real,627,real_video::627,component::69a9d9098b5b24a9,train,val,219b2907b8bf07b36e5f182525748609da46c45c0af3f6ba3268ed53686d9fa7,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/627/frame_000014.jpg
real_train_00113.jpg,real,659,real_video::659,component::81998fe297a83b70,train,train,7d8e4138d13c9c9c6daa514b2f37abec0b089f8503522b551a09bbf0a4dd45c5,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/659/frame_000011.jpg
real_train_00114.jpg,real,950,real_video::950,component::3e1d9950b21878f0,train,val,426f7df73eecf4ad51707d86e5cddbdf088b8e45589cd70dfa7d58d4a190c287,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/950/frame_000022.jpg
real_train_00115.jpg,real,345,real_video::345,component::212e959e55f03821,train,val,4779d9bb7c913bc4536a895b5857854850a39fc11554e93a81509e88308fdb7b,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/345/frame_000008.jpg
real_train_00116.jpg,real,715,real_video::715,component::a382285d7fd36efe,train,train,87ced1af03a0910f7e1fa3a04b75519db7c80ef4eecf719aeeee8ad753d1cb00,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/715/frame_000036.jpg
real_train_00117.jpg,real,375,real_video::375,component::3d5c3804d252c68c,train,train,e2e2728de7f0b50b4df2f520cf1a9b48700948e13f15e0a83939c067fd8e7a8f,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/375/frame_000012.jpg
real_train_00119.jpg,real,707,real_video::707,component::5b25e6bd6d4c5fd7,train,train,ffbb54cbedfe1f6cf94b4157ce6c50d0942526715f441e2bfc645d0edb995f5c,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/707/frame_000021.jpg
real_train_00120.jpg,real,317,real_video::317,component::94aa0dd7ac9cdaa7,train,train,3217d1aed1ea524b648e61edde2bcd0cbb491c3d0626f1220d2a71f4a0c1e3d3,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/317/frame_000006.jpg
real_train_00122.jpg,real,803,real_video::803,component::a18606f7a73990d2,train,train,6f1335b7f5982221dc5418951bc84da181492f6dddbe98d53b7faed5447bd737,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/803/frame_000007.jpg
real_train_00123.jpg,real,847,real_video::847,component::69c07b6ba38cbe0f,train,train,6d83fbfd8ab3d0cf3cab281e05a991e9e1f486859a58e431dbc9a428301df14b,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/847/frame_000014.jpg
real_train_00124.jpg,real,329,real_video::329,component::005613f4ff4729a1,train,train,9d4e6c5504a131a49fb66da91d01e3de19cd4283f04e2eb2ac11f9dd4f4b90a9,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/329/frame_000000.jpg
real_train_00125.jpg,real,621,real_video::621,component::f2159413ad4ae84e,train,train,06e0949d1cba45b647d44ee9b62868bd2eb6ad0c6dbdd93727310d45b9a38113,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/621/frame_000008.jpg
real_train_00126.jpg,real,575,real_video::575,component::7da9b5fc6c316f04,train,train,55558b735897143aad3cbbfb5975974d6783503a2b9cd5fd904f142d97801640,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/575/frame_000031.jpg
real_train_00127.jpg,real,201,real_video::201,component::6b7f776bae21e472,train,train,6cd2dd2bb79f387386d3fbfbef11b25e59dfe0d09864c27a43ee71375c23161c,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/201/frame_000041.jpg
real_train_00128.jpg,real,606,real_video::606,component::dd1676eb44aeb3e4,train,train,aa9d0649efd5586950fb6688c46c8b429671b30b593600f4b8ddea4bcd8e7ab9,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/606/frame_000020.jpg
real_train_00132.jpg,real,937,real_video::937,component::ef96832e9ec34791,train,test,d96ace594eb384445e7189930a9966422a4c47562d9f797a26b0abbc16f8bbe8,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/937/frame_000023.jpg
real_train_00133.jpg,real,771,real_video::771,component::117e5c9768ea0fcf,train,train,ae64ddc65a7bb1524a071a8b853c1ccf88d6b04d164f8cc34d5863ee8f3f8878,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/771/frame_000036.jpg
real_train_00136.jpg,real,417,real_video::417,component::642ec270a3abdf36,train,train,b077dbee39bf71d4fa50f253885a0e7a389c04e80c58698264a9792226d0519f,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/417/frame_000003.jpg
real_train_00138.jpg,real,447,real_video::447,component::794a6bddff4c61c7,train,train,c7836a7ca92c031e013caf733429d5906cb33808d9410cd71c489c56840132c3,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/447/frame_000014.jpg
real_train_00139.jpg,real,856,real_video::856,component::527342b649e6f2e3,train,test,af54afb3344bac4a0bab3ce97498032932d920f529a0a25b6bf972d20b4d0254,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/856/frame_000047.jpg
real_train_00141.jpg,real,398,real_video::398,component::10bbbc5576cfcd42,train,train,a0e51375dfb3c692ec7c95f4ba3d81f629f2b046120f6ce6a13dfd6056914d26,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/398/frame_000028.jpg
real_train_00142.jpg,real,226,real_video::226,component::cb732187272d6935,train,train,2993167ae273c19566f54199e0e64b39cfb64dfd2532c58c31b68baf46a2ad32,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/226/frame_000013.jpg
real_train_00143.jpg,real,069,real_video::069,component::574801d88e11cfc6,train,test,1b86afc5add6c290ede39463cb6e6b3f6af461603072422e83d70f6021f8b1a8,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/069/frame_000036.jpg
real_train_00144.jpg,real,282,real_video::282,component::ab128c325bdae5bb,train,train,5b57f4e6c7a9d6ad3a01acbc699c43fad0ffe8dfbce89a314fb32df6ca867ace,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/282/frame_000025.jpg
real_train_00145.jpg,real,236,real_video::236,component::c9dbb35ee83986a9,train,train,ffe8349f0305712c8376bdb2bc534d8e6ada27d126703cf5a4cf5deaa0e2488a,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/236/frame_000003.jpg
real_train_00146.jpg,real,941,real_video::941,component::c79b1b0123240e80,train,train,c3185b4949edc534e3b686310b4e21daf56f54356b947a79da482a886b6a60ce,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/941/frame_000026.jpg
real_train_00147.jpg,real,538,real_video::538,component::f4eb54fa009c0e6e,train,train,5a6c67c587829a7a1b7599bc33be991577fa0beeeca3f000db63a0c3c7a0e310,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/538/frame_000027.jpg
real_train_00148.jpg,real,821,real_video::821,component::57f2ed0a4a58e7df,train,train,477d973e3dd36f9f6941230d90b2cef492feae5999898d02e02c2b65fcd049d4,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/821/frame_000010.jpg
real_train_00149.jpg,real,187,real_video::187,component::625cf0db08a731dd,train,train,8699cb97b00cf246663fc0b6b320aec114f6809c047019957d5ed412ed92549e,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/187/frame_000041.jpg
real_train_00150.jpg,real,037,real_video::037,component::b43dfa8bea370b54,train,train,d4585a5a5ed44c283c157a3724260138a6abb37564ff45be660d344e6de3f6ec,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/037/frame_000019.jpg
real_train_00151.jpg,real,742,real_video::742,component::f802bee787ff71ef,train,train,d4c9a32fa86cc8a9ddbd6598d6b8a15569b798147d781c789a70ee47e2a121f6,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/742/frame_000018.jpg
real_train_00152.jpg,real,778,real_video::778,component::84d7c78ebce87205,train,train,401c1244cab1cb6fed6be519b5f8cb94d4ca96180a7d4956a8f2790f792b6946,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/778/frame_000012.jpg
real_train_00153.jpg,real,016,real_video::016,component::db30f1bdc3aba7b8,train,train,191d16b034533359d4b3473be2d3db99aa7fa7b22d2dcbe57a1516057b60a4e5,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/016/frame_000028.jpg
real_train_00154.jpg,real,678,real_video::678,component::0e53ad6e0b5d3635,train,train,3599250a076e0453a53b6b7a28873e82afa342ff399949aa810a90945699ee4b,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/678/frame_000018.jpg
